city,borough,title,foundry,fabricator,primary_architect_first,landscape_architect_last,artwork_type1,location_name,landscape_architect_middle,lot,date_created_approximation,primary_artist_first,date_dedicated,date_dedicated_approximation,secondary_artist_first,inscription,pdc_records,secondary_artist_last,material,subject_keyword,primary_architect_middle,date_created,landscape_architect_first,primary_artist_last,block,secondary_architect_last,address,secondary_architect_middle,artwork_type2,alternate_title,secondary_architect_first,latitude,state
Brooklyn,Brooklyn,Milestone Park tablet,,,,,Plaque,Milestone Park,,1.0,N,,1917,N,,"THIS PARK IS AT THE LOCATION OF THE OLDEST EXISTING MILE- / STONE IN NEW YORK CITY. THE NEW UTRECHT MILESTONE WAS PLACE- / ED HERE IN APPROXIMATELY 1741, UNDER THE REIGN OF GEORGE / II. THE STONE, WHICH SERVED AS A DIRECTIONAL POST TO / TRAVELERS, STOOD AT THE JUNCTURE OF TWO COLONIAL ROADS; / KING'S HIGHWAY AND OLD NEW UTRECHT-FLATBUSH ROAD (NOW 18TH / AVENUE). IT ALSO SERVED AS A GUAGE TO DETERMINE POSTAL RATES / THE INSCRIPTION READS AS FOLLOWS: / FRONT: 8 1/4 MILE TO N. YORK FERRY, THIS ROAD TO DENY'S FERRY, 2 1/2 MILES. / SIDE: 10 1/2 MILES TO N. YORK FERRY. THIS ROAD TO JAMAICA, 15 MILES/",537,,"Brass, granite","Colonial, milestone",,1917,,,6296,,81st Street and 18th Avenue,,Marker,,,40.609583,NY
Brooklyn,Brooklyn,William E. Kelly,,,,,"Stele, plaque, memorial",Kelly Park Playground,,23.0,N,L.N.,1930,N,,"WILLIAM E. KELLY / BORN: / OCTOBER 10, 1872 / LETTER CARRIER: MAY 4, 1893 - MARCH 15, 1914 / POSTMASTER: / MARCH 16, 1914 - DECEMBER 2, 1915 / COUNTY CLERK KINGS COUNTY: / JANUARY 1, 1916 - SEPTEMBER 20, 1929 / HONORED, RESPECTED AND LOVED BY ALL / ERECTED BY HIS FRIENDS./",1695,,"Bronze, granite","Public Servant, United States Postal Service",,1930,,Anderson,6820,,Avenue S and East 14th Street,,Monument/Memorial,,,40.603893,NY
Bronx,Bronx,Old Man River,,,Aymar,,Bas-relief roundel,Crotona Pool Bath House,,1.0,Y,Frederick,1936,N,,,177,,Stone,"Animals, WPA, Bathhouse",,1936,,Roth,2941,,173rd Street and Fulton Avenue,,Artwork,,,40.839942,NY
Brooklyn,Brooklyn,James S.T. Stranahan,E. Gruet,,Stanford,,Statue,Prospect Park,,1.0,N,Frederick,1891,N,,STRANAHAN,,,"Bronze, granite",Politician,,1891,,MacMonnies,1117,,Grand Army Plaza between Flatbush Avenue and Prospect Park West,,Monument/Memorial,,,40.672145,NY
Brooklyn,Brooklyn,Mowgli Skins the Tiger,,,Aymar,,Bas-relief,Prospect Park Zoo,,1.0,N,William,1935,N,,,832,,Indiana limestone,"Children, Literary Character, WPA",,1935,,Diederich,1117,,450 Flatbush Avenue,,Artwork,,,40.665696,NY
Jamaica,Queens,Baisley Pond Park Memorial,,,,,"Stele, plinth",Baisley Pond Park,,1.0,Y,James,1921,N,,"ERECTED BY THE / CITIZENS OF THIS COMMVNITY / IN GRATEFVL MEMORY / OF THE MEN OF THIS VICINITY / WHO SERVED IN / THE WORLD WAR / 1917-1918 / DEDICATED SEPT. 5, 1921 /",1008,,Granite,"World War I, War",,1921,,Walsh,12230,,125th Avenue at 155th Street,,Monument/Memorial,,,40.674763,NY
Bronx,Bronx,Private David W. Gentle,,General Bronze Corporation,,,"Flagstaff base, tablet",Graham Square Park,,1.0,N,,1950,N,,"IN MEMORY / OF / PVT. DAVID W. GENTLE / 107TH INF. U.S. ARMY / BORN OCT. 28, 1895 / KILLED IN ACTION / OCT. 14, 1918 / ERECTED BY / DAVID W. GENTLE POSTNO. 618 / AMERICAN LEGION / 1950 /",,,"Concrete, granite","World War I, War",,1950,,,2325,,"East 139th Street, Morris Avenue, and Third Avenue",,Monument/Memorial,,,40.811780,NY
New York,Manhattan,Burnett Memorial Fountain,,,Aymar,,Fountain,Central Park,,1.0,N,Bessie,1936,N,,FOUNTAIN GROUP GIVEN TO / THE CHILDREN OF THE CITY / IN THE NAME OF / FRANCES HODGSON BURNETT / 1849-1924,1404,,Bronze on granite,"Author, literary characters",,1926,,Potter Vonnoh,1111,,Conservatory Garden,,Monument/Memorial,,,40.793163,NY
New York,Manhattan,Harlem Hybrid,,,,,Sculpture,Roosevelt Triangle,,,N,Richard,1976,N,,HARLEM HYBRID / R. HUNT 1976 / P.S. H.H. B.M.,4507,,Welded bronze,"Assemblage, abstract",,1976,,Hunt,,,West 125th Street and Morningside Avenue,,Artwork,,,40.811335,NY
New York,Manhattan,The Isaiah Wall,,,,,Memorial wall,Ralph Bunche Park,,23.0,N,,1948; 1975,N,,"THEY SHALL BEAT THEIR SWORDS INTO / PLOWSHARES, AND THEIR SPEARS INTO / PRUNING HOOKS; NATION SHALL NOT LIFT / UP SWORD AGAINST NATION. NEITHER / SHALL THEY LEARN WAR ANY MORE / ISAIAH

LETTERS ISAIAH ADDED 9/8/75 BY A. OTTAVINO GRANITE CORP.",2716,,Granite,Biblical,,1948,,,1335,,1st Avenue and 43rd Street,,Monument/Memorial,,,40.749639,NY
New York,Manhattan,Untermyer Fountain,,,,,Fountain,Central Park,,1.0,N,Walter,1947,N,,THIS FOUNTAIN ERECTED / IN MEMORY OF / SAMUEL UNTERMYER / 1858-1940 / AND / MINNIE UNTERMYER / 1859-1924 /,2019,,"Bronze, limestone","Dance, Fountain, German",,1947,,Schott,1111,,Conservatory Garden,,Monument/Memorial,Fountain of the Three Dancing Maidens,,40.794267,NY
Brooklyn,Brooklyn,Greenpoint War Memorial,,Lavery Granite Company,,,Statue,Monsignor McGolrick Park,,1.0,N,Carl,1923,N,,"(FRONT)
TO THE LIVING AND THE / DEAD HEROES OF / GREENPOINT / WHO FAUGHT IN THE / WORLD WAR BECAUSE / THEY LOVED AMERICA / REVERED ITS IDEALS / UNDER GOD AND / SUPPORTED ITS INSTITUTIONS / AND GAVE THEIR ALL THAT / OUR GOVERNMENT SHALL NOT / PERISH FROM THE EARTH 

(RIGHT)
ARGONNE /
 
(LEFT)
ST. MIHIEL / 

(BACK)
SOMME / CHATEAU THIERRY /",1053,,"Bronze, granite","Allegorical, World War I, War",,1923,,Heber,2687,,Russell Street between Nassau Avenue and Driggs Avenue,,Monument/Memorial,,,40.724444,NY
Brooklyn,Brooklyn,Dr. Ronald McNair,,"Anchor Casting, Milton Osborne, bust and plaques; A. Ottavino Corp., pedestal",,,"Bust, relief",Dr. Ronald McNair Park,,1.0,N,Ogundipe,1994,N,,"Center:
DEDICATED TO THE MEMORY OF / DR. RONALD MCNAIR / BORN OCTOBER 21, 1950 / LAKE CITY SOUTH CAROLINA / DIED JANUARY 28, 1986 / ABOARD THE SPACE / SHUTTLE CHALLENGER / PHYSICIST, ASTRONAUT / TEACHER MUSICIAN ATHLETE / ""MY WISH IS THAT WE / WOULD ALLOW THIS PLANET / TO BE THE / BEAUTIFUL OASIS THAT SHE / IS, AND ALLOW / OURSELVES TO LIVE MORE / IN THE PEACE THAT / SHE GENERATES."" 

Left:
""TRULY / THERE IS NO MORE / BEAUTIFUL SIGHT / THAN TO SEE / THE EARTH / FROM A SPACE BEYOND.""

Right:
""THE SATISFYING / THING ABOUT / PHYSICS ITSELF IS THE / FEELING OF HAVING / UNDERSTOOD AND / UNLOCKED SOMETHING / HERETOFORE / UNKNOWN"" / ""DEFY AND SIMPLY IGNORE / ANY OF THE INEVITABLE / OBSTACLES THAT WILL / IMPEDE THE PURSUIT OF / YOUR GOAL.""

Plaque:
SCULPTOR OGUNDIPE FAYOMI / DR. RONALD MCNAIR MONUMENT / MATERIAL: BRONZE & GRANITE / COLLECTION OF THE CITY OF NEW YORK / COMMISSIONED BY / DEPARTMENT OF CULTURAL AFFAIRS / PERCENT FOR ART PROGRAMS / SPONSORED BY / DEPARTMENT OF PARKS & RECREATION / ACCESSION NUMBER: PFA 94.1",1627,,"Bronze, granite","African American, Black American, Black History, Astronaut, Physicist, Science",,1994,,Fayomi,1184,,Eastern Parkway between Washington Avenue and Classon Avenue,,Monument/Memorial,,,40.670556,NY
New York,Manhattan,Washington Square Memorial Flagstaff,,,,,Flagstaff base,Washington Square Park,,1.0,N,,1920,N,,"IN HONOR / OF / ALL THOSE FROM / THIS DISTRICT / WHO GAVE THEIR / LIVES IN THE / WORLD WAR / PRESENTED BY THE / WASHINGTON SQUARE / ASSOCIATION / 1920 / 

CAPT. KENELM WINSLOW / LT. CHARLES DERHAM JR. / LT. JOUETT FITCH SINGLETON / LT. ARTHUR RICHMOND TABER / LT. HARRY THRASHER / LT. JACK M. WRIGHT / Q.M. CLEMENT LAWRENCE / SGT. BERNARD BULNTE / SGT. PAUL BURKE HEFLIN / SGT. GEORGE WADE SMITH / CORP. EDWARD GRANT COXE / CORP. ALEXANDER AMADOR KIN / CORP. HENRY JOSEPH LYNCH / CORP. HENRY LONSDALE SCANNELL / PVT. GEORGE JOSEPH CUDDY / PVT. WILLIAM CHARLES DAGAN / PVT. DANIEL ESPOSITO / PVT. JOHN JOSEPH PULLIS / PVT. SWAN AUSTIN MORRISON / PVT. ALOYSIUS P. MCMAHON /

FOR THE / GREAT REPUBLIC / FOR THE PRINCIPLE / IT LIVES BY AND / KEEPS ALIVE / FOR MAN'S VAST / FUTURE. / ABRAHAM LINCOLN / 

Inscription 4:
FOURTEENTH STREET / SEVENTH AVE. / BLEECKER ST. / BROADWAY /",1002,,Marble,"Flagstaff, Veterans, World War I",,1920,,,549,,Washington Square North and 5th Avenue,,Monument/Memorial,,,40.731023,NY
New York,Manhattan,Grant's Tomb Flagstaff,,,Aymar,,"Flagstaff base, plaque",General Grant National Memorial,,100.0,N,,1939,N,,IN MEMORIAM / FRED'K D. GRANT / ELDEST SON OF U.S. GRANT / VICKSBURG 1863 -VIRGINIA 1864-5 / MAJOR GENERAL U.S.A. MINISTER TO AUSTRIA./ MAJOR GENERAL U.S.A. MINISTER TO AUSTRIA. MEMBER GRANT MONUMENT ASSOCIATION 1908-191,1590,,"Granite, bronze","President of the United States, General, American Civil War, War, Veteran, Politician, public servant, tomb",,1939,,,1897,,Riverside Drive at 122nd Street,,Monument/Memorial,,,40.813191,NY
New York,Manhattan,Bethesda Fountain,Ferdinand von Muller,"Royal Foundry, Munich",,,Fountain,Central Park,,1.0,N,Emma,1873,N,,EMMA STEBBINS INV.. MOD. ROM. 1868,554,,Bronze,"Allegorical, fountain",,1873,,Stebbins,1111,,72nd Street Cross Drive,,Monument/Memorial,Angel of the Waters,,40.774311,NY
New York,Manhattan,Simón Bolívar,,,,,Statue,Central Park,,1.0,N,Sally,1921,N,,"SIMON BOLIVAR / EL LIBERATOR /---/ VENEZUELA A LA CIUDAD / DE NUEVA YORK /---/ LIBERTADOR DE VENEZUELA / NUEVA GRANADA / ECUADOR, PERU / FUNDADOR DE BOLIVIA / ---/ NACIO EN CARACAS / EL 24 DE JULIO DE 1783 / MURIO EN SANTA MARTA / EL 17 DE DICIEMBRE DE 1830","954, 2774",,"Bronze, granite","Equestrian, Latin American, Reformer, Venezuelan, Venezuela, South American, Latinx",,1919,,Farnham,1111,,Central Park South and Avenue of the Americas,,Monument/Memorial,,,40.765689,NY
New York,Manhattan,Roscoe Conkling,Henry-Bonnard Bronze Company,,,,Statue,Madison Square Park,,1.0,N,John,1893,N,,ROSCOE CONKLING,1945,,"Bronze, Quincy granite","Politician, public servant, lawyer, Congressman, Senator",,1893,,Ward,852,,Madison Avenue and East 23rd Street,,Monument/Memorial,,,40.741245,NY
Bronx,Bronx,General Josiah Porter,Gorham Mfg. Co. Founders,,Harry,,Statue,Van Cortlandt Park,,150.0,Y,William,1902,N,,"Front side: MAJOR GENERAL / PORTER / ADJUTANT GENERAL / STATE OF NEW YORK/1886-1894 Left side: ERECTED BY / THE NATIONAL GUARD OF NEW YORK / IN APPRECIATION OF HIS FIDELITY / AS A PATRIOT, / HIS QUALITIES AS A SOLDIER, / AND HIS SERVICES ON BEHALF OF / THE NATIONAL GUARD Back side: JOSIAH PORTER / 1ST. LIEUT. 1ST. BATTERY / MASS. VOLS. 1861. / CAPTAIN, JULY 1861 TO / SEPTEMBER 1862. / CAPTAIN 22ND. REGIMENT N.G. N.Y. / JUNE 1865, / MAJOR, MAY 1867. / LIEUT. COLONEL, JANUARY 1869. / MAJOR GENERAL AND / ADJUTANT GENERAL, 1886. Right side: HE LABORED / TO INCREASE THE EFFICIENCY, / PERFECT THE DISCIPLINE AND / ELEVATE THE STANDARD OF / THE NATIONAL GUARD.","22, 6067",,"Bronze, Westerly granite","American Civil War, Military, War",E.,1902,,Noble,5900,,Broadway and 245th Street,,Monument/Memorial,,,40.891311,NY
Flushing,Queens,Flushing Park Memorial,,,,,Obelisk,Flushing Greens,,125.0,Y,,1865,N,,Side 1: ERECTED / IN MEMORY OF THE / PATRIOTIC VOLUNTEERS / FROM / FLUSHING / WHO / SACRIFICED THEIR LIVES / IN THE WAR / FOR THE PRESERVATION / OF OUR UNION / 1861-1865 /  Side 2: CAPT. WM. DERMODY / LIEUT. EMIL SCHUBERT --- SGT. WM. H. TEPPY / SGT. ASA. FOWLER --- CORP. WASHT. W. FOWLER / HENRY APEL --- BENJ. COVERT / JOHN B. BAUER --- CHRIS. CROOKER / JOHN BRADY --- HARSN. CURTIS / L. BRUNNEMER --- PHILIP DERKES / JOHN BUCKLEY --- JOS. A. DOBIECK / JOHN W. BYRD --- JOHN DOHERTY / JAS. BYRNS --- JAS. E. ELDERD / THADDS. CAMPBELL --- CHAS. ERLING / JOS. CATHCART --- JAS. FEELY / VALENT. CLINCH --- WM. H. H. FIELD / WM. J. CONN --- GEO. H. FOWLER / THOS. CONNER --- WM. GOODWIN /Side 3: CAPT. LOUIS BRISKY / SGT. BENJ. HARPELL --- SGT. JAS. P. SMITH / CORP. GEO. HUNTSMAN --- CORP. WM. E. JOHNSTON / WM. GRIFFIN --- THOS. H. JENKINS / LOUIS GROESEL --- ROBERT KANE / SETH HARPELL --- JOHN KENALEY /JOHN HEFEPMEHL --- PHILIP KENNA / VALENT. HELFRICH --- JOHN KEPPLER / JOHN HEPPLER --- JOS. KIERSTEAD / JOHN HICKS --- PETER KIMMEEP / JOHN HUNTSMAN --- WASH. D. KNIGHT / JOHN HODGES --- PHILIP MAHER / PATRICK HURLEY --- JACOB MANNWEILER / C. JACKSON --- PATRICK MARTIN / THOS. JACKSON --- THOS. MCREADY / Side 4: CAPT. ELIJAH W. PECK / SGT. FREDK. WERNER --- SGT. ADAM WORTH / CORP. JOHN MARA --- COPR. LORENZO D. WOOD / MARTIN MOORE --- ELIAS H. SEAMAN / EDW. D. MURRAY --- CHAS. D. SMITH / HENRY NEIMER --- JAS. STARKINS / ANTHONY PARKS --- JURGEN STURNBERG / SAML. O. PORTLAND --- J. STEINBRUECKER / ANDW. REINHARDT --- JOHN STONEBANKS / GOTHARD RENIKER --- CHAS. W. TOWNSEND / FRANK RICHTER --- WILLIS H. TYRRELL / CHRISTN. SCHATZMAN --- GEO. VIX / GEO. W. SCHENCK --- CARL WIDDEMAN / DAVID SCHULTZ --- ROBT. WRIGHT JR. /,,,Granite,"American Civil War, War",,1865,,,4977,,Northern Boulevard and Linden Street,,Monument/Memorial,,,40.763383,NY
New York,Manhattan,Navy Terrace,,,,,Plaque,Central Park,,1.0,N,Alexander,1947,N,,"NAVY TERRACE / NAMED IN HONOR OF / THE MEN AND WOMEN / OF NEW YORK CITY / WHO SERVED THEIR COUNTRY / DURING THE WORLD WARS / IN THE UNITED STATES NAVY / UNITED STATES MARINE CORPS / UNITED STATES COAST GUARD / DEDICATED MAY 24, 1947 /",2674,,"Bronze, granite","World War II, War, Navy, Coast Guard, Marine Corps",,1947,,Victor,1111,,The Mall,,Monument/Memorial,,,40.77407271,NY
Jamaica,Queens,Wingdale,,,,,Sculpture,Major John W. Mark Park,,50.0,N,Roger,1973,N,,,4073,,Painted Cor-ten steel,Abstract,,1971,,Bolomey,9831,,173rd Street and Hillside Avenue,,Artwork,,,40.711889,NY
Brooklyn,Brooklyn,General Gouverneur Kemble Warren,Henry-Bonnard Bronze Co. New York,,,,Statue,Grand Army Plaza,,,N,Henry,1896,N,,WARREN,1611,,"Bronze, granite","American Civil War, Military, War",,1893,,Baerer,,,Union Street between Plaza Street West and Grand Army Plaza,,Monument/Memorial,,,40.673013,NY
Richmond Hill,Queens,Raoul Wallenberg Marker,,,,,Plaque,Forest Park,,1050.0,Y,,1982,N,,"RAOUL WALLENBERG / SQUARE / SWEDISH RIGHTEOUS CHRISTIAN / IN DEDICATION TO HIS EFFORTS / IN SAVING 100,000 HUNGARIAN / JEWS FROM THE HOLOCAUST / QUEENS WALLENBERG / COMMITTEE / DEDICATED APRIL 25, 1982",,,"Granite, concrete","Architect, Holocaust, Humanitarian, Christian, Swedish, Diplomat",,1982,,,3907,,Metropolitan Avenue and Park Lane South,,Monument/Memorial,,,40.707908,NY
Flushing,Queens,Theodor Herzl Memorial,,,,,"Flagstaff base, plaque",Freedom Square,,50.0,N,Joseph,1960,N,,"plaque: 1860-1904 --- CENTENNIAL / THEODOR HERZL / FIGHTER FOR FREEDOM / ""IF YOU WILL IT, IT IS NO DREAM"" / MAY 2ND 1960 / KEW GARDENS HILLS / ZIONIST DISTRICT /",3145,,"Bronze, Stony Creek granite","Jewish, Journalist, Playwright, Activist",,1960,,Dilorenzo,6626,,73rd Terrace and Vleigh Place,,Monument/Memorial,,,40.723614,NY
New York,Manhattan,Mary Harriman Rumsey,,,Aymar,,Plaque,Central Park,,1.0,N,,1937,N,,"MARY HARRIMAN RUMSEY / PLAYGROUND / IN MEMORY OF / MARY HARRIMAN RUMSEY / NOV. 17, 1881 - DEC. 18, 1934 / GRACIOUS CITIZEN / WHO GAVE GLADLY OF HER MEANS / AND HERSELF / FOR THE HEALTH AND HAPPINESS / OF LITTLE CHILDREN",2080,,Bronze,"Women, Reformer",,1937,,,1111,,Rumsey Playground,,Monument/Memorial,,,40.77244026,NY
Bronx,Bronx,Medusa,,,Aymar,,Bas-relief roundel,Crotona Pool Bath House,,1.0,Y,Frederick,1936,N,,,177,,Stone,"Mythology, Greek, Greek mythology, WPA, Bathhouse, woman, women",,1936,,Roth,2941,,173rd Street and Fulton Avenue,,Artwork,,,40.839942,NY
New York,Manhattan,Foley Square Medallions,,,,,Medallions,Foley Square,,1.0,N,,2000,N,,,2573,,Bronze,"African America, Black American, Black Hisotry, Slavery, Foley Square, History, African Burial Ground",,2000,,,168,,Duane Street between Federal Plaza and Centre Street,,Artwork,,,40.714658,NY
New York,Manhattan,Sergeant Joyce Kilmer,,,,,"Plaque, plinth",Central Park,,,N,,1931,N,,"IN MEMORIAM / SERGEANT JOYCE KILMER / POET OF THE TREES / KILLED IN ACTION - BOIS COLAS / JULY 30, 1918",,,"Bronze, cast stone","Poet, World War I, Writer, Journalist, Lecturer, Soldier, War",,1931,,,1111,,The Mall,,Monument/Memorial,,,40.77191,NY
New York,Manhattan,Union Square Drinking Fountain,"G. Howaldt, Braunschweig",,,,Fountain,Union Square Park,,2.0,N,Karl,1881,N,,A. DONNDORF.FEC.STUTTGART.G.HOWALT.GEG.BRAUNTSCHWEIG / 1881 / -DEUTSCHLAND,4211,,"Bronze, granite","Fountain, Temperance Movement",,1881,,Donndorf,845,,Union Square West between East 15th and East 16th Street,,Artwork/Monument,The James Fountain,,40.736102,NY
New York,Manhattan,Marie Sklodowska Curie,,,Aymar,,Plaque,City Hall Park,,1.0,N,,1934,N,,"MARIE SKLODOWSKA CURIE / FROM THE / POLISH AMERICAN CHILDREN / OF NEW YORK CITY / NOVEMBER 7, 1934 / ON THE SIXTY SEVENTH ANNIVERSARY / OF HER BIRTH /",1939,,Bronze,"Woman, Scientist, Polish, French",,1934,,,122,,Broadway and Murray Street,,Monument/Memorial,,,40.712747,NY
New York,Manhattan,The Judgment of Solomon,,,,,Bas-relief,White Street Detention Center,,1.0,N,Richard,1989,N,,,4724,,"Sculptural epoxy, cast stone","Biblical, Law, Judge",,1989,,Haas,198,,125 White Street,,Artwork,,,40.716750,NY
New York,Manhattan,Crack Is Wack,,,,,Mural,Crack is Wack Playground,,80.0,N,Keith,1986,N,,,,,"Paint, concrete","Graffiti, Pop Art",,1986,,Haring,1803,,East 128th Street & Harlem River Drive,,Artwork,,,40.804722,NY
New York,Manhattan,The Rowers,"Roman Bronze Works, Inc.",,,,Sculpture,Central Park,,1.0,N,Irwin,1968,N,,,1430,,"Bronze, black granite","Maritime, Philanthropist",,1968,,Glusker,1111,,East Drive at 75th Street,,Artwork,,,40.775222,NY
New York,Manhattan,Dr. Sun Yat Sen,"Chain Chi Art Bronze Statue Co., Ltd.",Ottavino Stone Corp,,,Statue,Columbus Park,,1.0,N,Lu,2019,N,,,7347,,"Bronze, granite","Founding Father, Chinese, Asian, East Asian",,2011,,Chun-Hsiung,165,,Bayard Street between Baxter Street and Mulberry Street,,Monument/Memorial,,,40.715662,NY
New York,Manhattan,Bear and Faun,Roman Bronze Works,,,,Fountain,Morningside Park,,1.0,N,Edgar,1914,N,,,516,,Bronze,"Animals, Mythology, Fountain",,1914,,Walter,1850,,114th Street and Morningside Avenue,,Artwork,Alfred Lincoln Seligman Fountain; Children's Playground Fountain,,40.804241,NY
New York,Manhattan,Richard Tucker,,,,,"Bust, pedestal",Richard Tucker Park,,36.0,N,Milton,1980,N,,"Bust: HEBALD 1979 / 

Base (south): RICHARD TUCKER  / AUGUST 28 1913  - JANUARY 8 1975  / METROPOLITAN OPERA TENOR / GIFT TO THE CITY OF NEW YORK / IN LOVING MEMORY OF RICHARD TUCKER / FROM / MRS RICHARD TUCKER AND FAMILY / 

Base (north): IL TROVATORE / LA BOHEME / LA FANCIULLA DEL WEST / LA FORZA DEL DESTINO / LA GIOCONDA / LA JUIVE / LA TRAVIATA / LUCIA DE LAMMERMOOR / LUISA MILLER / MADAMA BUTTERFLY / 

Base (west): MANON LESCAUT / MARTHA / RIGOLETTO / SAMSON ET DELILA / SIMON BOCCANEGRA / THE MAGIC FLUTE / THE TALES OF HOFFMAN / TOSCA / TURANDOT / BALLO EN MASCHERA /

Base (east): AIDA / ANDREA CHENIER / BORIS GODUNOV / CARMEN / CAVALLERIA RUSTICANA / COSI FAN TUTTE / DIE FLEDERMAUS / DON CARLOS / EUGENE ONEGIN / FAUST / I PAGLIACCI /",4179,,"Bronze, granite","Jewish, Musician, Opera",,1979,,Hebald,1137,,Columbus Avenue and West 66th Street,,Monument/Memorial,,,40.773534,NY
New York,Manhattan,Fort George Memorial Tablet,,,,,Tablet,Battery Park,,1.0,N,,1818,N,,"TO PERPETUATE / THE SITE OF THE S.W. BASTION OF / FORT GEORGE / IN 40°42'8"" N. LATITUDE / AS OBSERVED BY / CAPT. JOHN MONTRESOR AND DAVID RITTENHOUSE / IN OCTOBER 1769 / THE CORPORATION OF THE CITY OF NEW YORK / HAVE ERECTED / THIS MONUMENT / A.D. MDCCCXVIII",,,White Vermont marble,American Revolutionary War,,1818,,,3,,State Street and Bridge Street,,Marker,,,40.703913,NY
Bronx,Bronx,Paul Rainey Memorial Gate,,,Charles,,Ornamental gates,Bronx Zoo,,20.0,N,Paul,1934,N,,,1776,Howard,"Bronze, Stony Creek granite, limestone",Animals,A.,1934,,Manship,3120,,East Fordham Road and Bronx Park Road,,Artwork/Memorial,,,40.855006,NY
New York,Manhattan,Pilgrim,"H. Bonnard, NYC",,Richard,,Statue,Central Park,,1.0,Y,John,1885,N,,"TO COMMEMORATE / THE LANDING OF THE / PILGRIM FATHERS / ON / PLYMOUTH ROCK / DECEMBER 21, 1620 / ERECTED BY THE / NEW ENGLAND SOCIETY / IN THE CITY OF NEW YORK /
1885/",3836,,"Bronze, granite","Colonial, English",Morris,1885,,Ward,1111,,East 72nd Street and Terrace Drive,,Monument/Memorial,,,40.773139,NY
New York,Manhattan,Bowling Green Fence Plaque,,,,,Plaque,Bowling Green,,28.0,N,,1964,N,,"LANDMARKS OF NEW YORK / BOWLING GREEN FENCE / ERECTED BY COMMON COUNCIL IN 1771 / THIS FENCE SURROUNDS NEW YORK'S EARLIEST/PARK. THE PARK WAS LEASED IN 1733 FOR USE / AS A BOWLING GREEN AT A RENTAL OF ONE / PEPPERCORN A YEAR. PATRIOTS, WHO IN 1776 / DESTROYED AN EQUESTRIAN STATUE OF GEORGE / III WHICH STOOD HERE, ARE SAID TO HAVE / REMOVED THE CROWNS WHICH CAPPED THE / FENCE POSTS BUT THE FENCE ITSELF REMAINS. / PLAQUE ERECTED 1964 BY / THE NEW YORK COMMUNITY TRUST/",1988,,Bronze,"Colonial, American Revolutionary War",,1964,,,12,,Broadway and Beaver Street,,Marker,,,40.704730,NY
New York,Manhattan,Turkeys,,,Aymar,,Bas-relief,Central Park Zoo,,1.0,N,Frederick,1935,N,,Signed: F.G.R. ROTH,1859,,Indiana limestone,"Animals, WPA",,1935,,Roth,1111,,Central Park Zoo,,Artwork,,,40.767106,NY
Brooklyn,Brooklyn,John Cashmore Marker,,,Aymar,,Stele,Columbus Park,,1.0,N,,1965,N,,"1) front: ""JOHN CASHMORE /---/ 1895-1961 /---/ PRESIDENT OF THE BOROUGH / OF BROOKLYN FROM 1940 / UNTIL HIS DEATH / IT WAS DURING HIS LONG & / FRUITFUL ADMINISTRATION / THAT THE IDEA OF THIS / BROOKLYN CIVIC CENTER / WAS PLANNED & ACHIEVED /---/ THIS SPOT IS DEDICATED TO HIS MEMORY / BY HIS FELLOW CITIZENS / OF BROOKLYN""

2) rear: ""JOHN CASHMORE / 1895-1961""","111, 2739",,Granite; Bronze,"Politician, Public Servant, Borough President",,1965,,,139,Embury,Montague and Court Street,Coe,Monument/Memorial,,Edward,40.693528,NY
Bronx,Bronx,Macombs Dam Park Fountain,,,,,Fountain,Macombs Dam Park,,1.0,N,Martin,1908,N,,,"193, 4208",,"Indiana limestone, Stony creek granite",Fountain,,1908,,Schenck,2511,,Jerome Avenue between Ogden Avenue and Woodycrest Avenue,,Monument/Memorial,,,40.830229,NY
New York,Manhattan,Irving and Estelle Levy Playground Gate,,,John,,Ornamental gates,Pat Hoffman Friedman Playground,,1.0,N,A.,1958,N,,"Original plaque: ""THIS PLAYGROUND IS THE GIFT / OF THE / IRVING AND ESTELLE LEVY FOUNDATION / IN MEMORY OF IRVING LEVY / 1957""  2) each replacement plaque, left leaf: ""PAT HOFFMAN FRIEDMAN PLAYGROUND / A GIFT OF SAMUEL N. FRIEDMAN / 1990""  3) each replacement plaque, right leaf: ""THIS GATE COMMEMORATES / THE IRVING AND ESTELLE LEVY PLAYGROUND / A GIFT IN MEMORY OF IRVING LEVY IN / 1957""",3188,,Bronze,"Philanthropist, Gate",,1957,,Beretta,1111,,Fifth Avenue and East 79th Street,,Artwork/Memorial,,,40.777520,NY
Corona,Queens,Joseph Lisa,,,,,Plaque,William F. Moore Park,,,Y,,1976,N,,THIS TREE PLANTED / IN MEMORY OF / JOSEPH LISA SR. / DEMOCRATIC DISTRICT LEADER / FROM 1950-1976,,,Granite,"Politician, public servant",,1976,,,,,"108th Street, Corona Avenue and 51st Avenue",,Monument/Memorial,,,40.743583,NY
New York,Manhattan,Voice I,"Soapstone Studios, Brooklyn, NY","Soapstone Studios, Brooklyn, NY",,,Sculpture,West Harlem Piers,,56.0,N,Nari,2009,N,,,6482,,Stainless steel,"Abstract, African American, Black American, Black History, Mosaic",,2008,,Ward,2004,,Hudson River between 132nd Street and 133rd Street,,Artwork,,,40.818858,NY
