total_changes,pid,date_reported_as_of,design_start,description,latest_budget_changes,forecast_completion,managing_agency,changes,client_agency,budget_forecast
2003.0,1900-04-10,2020-01-01,2003-03-10T00:00:00.000,Repair the bridge superstructure and substructure and install a new concrete-filled steel grid deck.,-858443.0,2020-08-28,DOT,23798213.0,DOT,117201667.0
1977.0,1901-05-23,2023-01-01,2016-07-27T00:00:00.000,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,0.0,2026-03-31,DCAS,200931011.96,DCAS,281430011.96
445.0,1902-09-05,2022-09-01,2017-09-18T00:00:00.000,Sunset Park Gowanus Connector - Brooklyn Waterfront Greenway.,-1154000.0,2023-05-16,DDC,-16441000.0,Transportation,28830000.0
2180.0,1901-03-07,2021-12-01,2012-07-10T00:00:00.000,"Storm and sanitary sewers in 20th Ave  between 126th Street and U.S. Bulkhead Line, etc. Water main works.",-9000.0,2023-06-19,DDC,117177000.0,Environmental Protection,137046000.0
1217.0,1902-09-09,2022-04-01,2017-07-19T00:00:00.000,DELANCEY STREET SAFETY IMPROVEMENTS,0.0,2026-10-23,DDC,20937000.0,Transportation,56381000.0
2085.0,1901-06-27,2020-01-01,2014-09-01T00:00:00.000,The priority mitigation projects at Coler include key critical mitigation projects to improve the resiliency of the campus.,-11083296.99,2020-10-31,EDC,0.0,H+H,12073687.0
1248.0,1901-10-26,2017-09-01,2015-09-15T00:00:00.000,"Design and construction of new adminstration wing to replace existing administration wing, new parking, provide new inspection lane within the inspection facility.",,2022-11-30,DDC,75370000.0,DCAS,77176000.0
406.0,1902-02-07,2020-10-01,,,,,DDC,68555000.0,Sanitation,
-74.0,1901-09-08,2017-09-01,2015-06-01T00:00:00.000,"Reconstruction of West 14, 15, 16, 17, 18 and 19th Streets from Crossbay Blvd to to Dead End",,2024-08-27,DDC,61781000.0,Transportation,30933000.0
365.0,1902-10-23,2020-10-01,2019-02-01T00:00:00.000,ADDITION/PLAYGROUND REDEVELOPMENT PROJECT,0.0,2023-09-03,SCA,0.0,DOE,63735015.0
1400.0,1901-06-02,2019-09-01,2016-08-04T00:00:00.000,"PED. SAFETY UPGRADES ON ATLANTIC AVE - PH 2, BROOKLYN",-19000.0,2023-02-01,DDC,10136496.0,Transportation,39964000.0
,1902-05-12,2018-08-01,,"This project has a two-fold basis: 1) The ongoing Network Refresh which is needed to replace aging, end-of-life, end-of-support equipment across the NYC H+H. 2) Networking capacity needed to support the Electronic Medical Records system.",,,HHC,180514000.0,H+H,0.0
-1.0,1903-03-20,2021-12-01,2018-04-25T00:00:00.000,"RECONSTRUCTION OF GREENWICH STREET FROM BARCLAY STREET TO CHAMBERS STREET, MANHATTAN",3894000.0,2024-11-06,DDC,4449000.0,Transportation,35696000.0
,1903-06-04,2023-01-01,,Remediation of legacy systems that exist on System’s network. Legacy systems are those systems (including Operation Systems) which are no longer supported by the vendor and do not get security updates/patches,0.0,,HHC,50000000.0,HHC,50000000.0
1845.0,1901-07-11,2022-09-01,2017-10-03T00:00:00.000,"Repair the Cross Island bridge over 115th Avenue/Dutch Broadway, Queens.",1413196.0,2028-07-18,DOT,17528706.0,DOT,41673367.0
1029.0,1901-12-03,2020-05-01,2019-01-30T00:00:00.000,"Replace/Rehab the Pelham Bay Equestrian Park bridge over Amtrak, the Bronx",0.0,2027-07-11,DOT,137997.0,DPR,42328997.0
,1903-05-14,2022-04-01,,,0.0,,DDC,0.0,Corrections,222642000.0
1571.0,1901-06-20,2017-09-01,2017-05-30T00:00:00.000,Replace the Promenade over FDR between East 81st to 90th Streets in Manhattan.,0.0,2025-10-31,DOT,-197139579.0,"DOT, DPR",312992000.0
1684.0,1901-06-05,2021-12-01,2015-11-13T00:00:00.000,Power Distribution at Bowery Bay WWTP.,0.0,2023-01-27,DEP,24235381.01,DEP,68873764.13
1712.0,1901-02-26,2021-03-01,2013-07-01T00:00:00.000,"NR-COGEN, ACECOGEN, SANDNR",-2965558.5,2023-01-15,DEP,134242052.88,DEP,277773621.0
3253.0,1900-07-11,2019-01-01,2012-06-07T00:00:00.000,"Reconstruction and restoration of Belgian block roadways in the DUMBO and Vinegar Hill communities concurrent with installation of new water main, combined sewers and storm sewers, plus construction of the Pearl Street Triangle Plaza.",6565000.0,2024-06-04,DDC,96724000.0,Transportation,119917000.0
-29.0,1903-05-07,2021-12-01,2020-12-01T00:00:00.000,Implementation of coastal resiliency measures to protect Battery Park and adjacent upland neighborhoods from storm surges and sea level rise.,,2025-04-30,EDC,0.0,City Hall,165700000.0
1684.0,1901-02-09,2017-09-01,2008-12-01T00:00:00.000,"This project will rehabilitate the mechanics and the architecture of the Shandaken Tunnel Intake Chamber, which includes the replacement of gates and general site improvements.",583183.7,2021-10-06,DEP,33535991.2,DEP,65790424.7
181.0,1903-03-23,2021-07-01,2021-05-03T00:00:00.000,Distribution water main replacement along 7th Avenue between 14th Street and 34th Street,,,DDC,1335000.0,Environmental Protection,69718000.0
803.0,1901-06-22,2019-09-01,2018-04-16T00:00:00.000,"Rehabilitation of Boston Road Bridge over Hutchinson River, located in the Bornx.",19151000.0,2024-05-14,DOT,49309814.0,DOT,62523092.0
790.0,1901-07-13,2022-09-01,2005-07-25T00:00:00.000,Construction of new Sanitation garage facility for services to Brooklyn Community District 3 to be located at Warsoff Place in Brooklyn,0.0,2024-12-31,DSNY,25603365.0,DSNY,204363993.0
651.0,1902-06-25,2021-07-01,2019-05-31T00:00:00.000,Power Distribution Improvements,0.0,2026-01-02,DEP,10926063.83,WWC,62187140.8
2085.0,1901-06-27,2020-05-01,2014-09-01T00:00:00.000,The priority mitigation projects at Coler include key critical mitigation projects to improve the resiliency of the campus.,0.0,2020-10-31,EDC,0.0,H+H,12073687.0
969.0,1901-05-18,2022-04-01,2017-11-30T00:00:00.000,"Replace the 5th Avenue Bridge over LIRR & Sea Beach, Brooklyn.",9993670.0,2027-12-03,DOT,36577693.0,DOT,84519049.0
505.0,1903-03-26,2021-12-01,2018-06-25T00:00:00.000,SAFE ROUTES TO SCHOOLS - MANHATTAN,100000.0,2025-04-24,DDC,7175000.0,Transportation,44846000.0
406.0,1902-02-07,2022-09-01,2017-07-14T00:00:00.000,"The Department of Sanitation of the City of New York (DSNY) is planning to develop a Staten Island Districts 1 and 3 campus that will include a new garage serving both districts and renovation of the existing Borough Repair Shop.  The site is to be reconfigured with new grading and drainage, new covered salt storage, new outdoor fueling, new household special waste collection, outdoor DSNY truck parking and a new force main sanitary line to connect to the NYC DEP sewer.",1014000.0,2024-03-25,DDC,68555000.0,Sanitation,202104000.0
2857.0,1901-03-25,2017-04-01,2015-10-20T00:00:00.000,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",-4109214.2,2022-05-05,DEP,31867440.0,DEP,43164076.8
0.0,1903-01-02,2021-12-01,2018-02-23T00:00:00.000,LEASE,0.0,2023-09-03,SCA,0.0,DOE,31421420.0
2363.0,1901-03-23,2020-10-01,2016-02-24T00:00:00.000,"Improvements to: fencing, vegetation, roadway, drainage, ext. above-ground retaining walls. Including repair of dam inlet archway & wingwall, re-pointing of stones & reinforcement of east reservoir wall, & leakage/seepage protection within OCA.",12836896.53,2023-10-18,DEP,-833277.14,DEP,64002816.83
663.0,1902-06-16,2020-10-01,,,,,DDC,-1850000.0,DCAS,
1036.0,1902-05-11,2020-05-01,2019-06-13T00:00:00.000,Reconstruction of bulkhead and piers at 79th St Boat Basin on behalf of NYCDPR .,0.0,2023-08-30,EDC,-1131246.67,DPR,89219175.0
663.0,1902-06-19,2021-12-01,2019-08-20T00:00:00.000,CITYWIDE FUEL TANK REPLACEMENT PROGRAM FOR NEW 2015 EPA PETROLEUM BULK STORAGE REGULATIONS,0.0,2025-01-22,DDC,-1834000.0,DCAS,25316000.0
1684.0,1901-02-09,2022-04-01,2008-12-01T00:00:00.000,"This project will rehabilitate the mechanics and the architecture of the Shandaken Tunnel Intake Chamber, which includes the replacement of gates and general site improvements.",-111745.7,2022-08-29,DEP,33535991.2,DEP,72960489.85
503.0,1901-03-31,2023-01-01,2020-12-30T00:00:00.000,"This is the final phase of the Gilboa Dam reconstruction project and includes reforestation, final site stabilization and wetlands mitigation measures.",-246464.0,2026-04-16,DEP,-3079490.0,DEP,36492236.0
1970.0,1901-08-16,2019-05-01,2015-04-09T00:00:00.000,"This project includes the replacement of the upper roadway's deck on the main bridge along with steel repairs, fire standpipes, and lighting upgrades.",-266427221.26,2022-10-28,DOT,8567339.67,DOT,70033000.0
1684.0,1901-06-05,2019-01-01,2015-11-13T00:00:00.000,Power Distribution at Bowery Bay WWTP.,-2015864.8,2022-06-29,DEP,24235381.01,DEP,47786259.2
753.0,1902-03-01,2022-04-01,2019-07-23T00:00:00.000,"SOUTHEAST QUEENS 150TH STREET SPINE, PHASE 1.  TRUNK STORM SEWER AND OUTFALL AT BERGEN BASIN FOR THE 150TH STREET TRUNK SEWER WHICH SHARES AN OUTFALL WITH THE GUY R BREWER TRUNK SEWER",0.0,2025-10-04,DDC,101452000.0,Environmental Protection,142511000.0
2.0,1903-04-30,2022-04-01,2015-12-24T00:00:00.000,Reconstruction of Clearview Pump Station,802582.0,2024-12-03,DEP,802582.0,BWT,37027687.85
1082.0,1902-08-31,2021-07-01,2017-11-01T00:00:00.000,This project will reconstruct the track & field and convert three soccer fields and four ballfields from natural turf to synthetic turf at Red Hook Recreation Area.,0.0,2023-01-03,DPR,-10555000.0,DPR,68712000.0
2869.0,1900-06-28,2015-08-01,2002-02-20T00:00:00.000,"Reconstruction of Pelham Parkway from the Bronx River Parkway to the Hutchinson River Parkway, including the north service road from Bronx Park East to Eastchester Road.",-2693404.0,2018-01-09,DDC,125164000.0,Transportation,33814000.0
1355.0,1901-08-02,2018-03-01,2017-09-21T00:00:00.000,Construction of New Anaerobic Digesters,114610400.0,2023-10-17,DEP,72852004.14,DEP,435531400.0
1248.0,1901-10-26,2019-01-01,2015-09-15T00:00:00.000,"Design and construction of new adminstration wing to replace existing administration wing, new parking, provide new inspection lane within the inspection facility.",-4788584.0,2023-10-15,DDC,75370000.0,DCAS,87154000.0
2152.0,1900-04-22,2020-05-01,2014-10-22T00:00:00.000,Replace deck of the Riverside Drive viaduct/ bridge over West 158th Street.,-280000.0,2022-06-27,DOT,96922794.0,DOT,159713029.0
1248.0,1901-10-26,2019-05-01,2015-09-15T00:00:00.000,Replace existing administration wing; provide new parking and new inspection lane within the facility.,-7173000.0,2024-01-28,DDC,75370000.0,DCAS,79981000.0
1736.0,1902-05-10,2021-12-01,2018-09-01T00:00:00.000,Regrading and reconstruction of 33rd Street Viaduct between 11th and 12th Avenue..,0.0,2025-11-29,EDC,0.0,DOT,100000000.0
1706.0,1901-04-28,2018-08-01,2014-12-01T00:00:00.000,Interior fit-out of the south site cultural unit.,55643.69,2021-03-02,EDC,36789601.16,DCLA,32888855.92
0.0,1903-01-14,2022-09-01,2020-03-09T00:00:00.000,ADDITION,0.0,2024-09-03,SCA,0.0,DOE,75767435.0
0.0,1903-05-05,2021-12-01,2021-02-26T00:00:00.000,ADDITION,,2024-09-03,SCA,-3902865.0,DOE,75688643.0
1736.0,1902-05-10,2019-09-01,2018-09-01T00:00:00.000,Regrading and reconstruction of 33rd Street Viaduct between 11th and 12th Avenue..,0.0,2022-11-30,EDC,0.0,DOT,100000000.0
1452.0,1901-07-15,2021-07-01,2016-12-01T00:00:00.000,Flood mitigation system to protect Metropolitan's campus from future flooding due and sea level rise,0.0,2027-08-07,EDC,27046705.0,H+H,101831859.0
1238.0,1902-02-22,2019-01-01,2017-01-04T00:00:00.000,Storm sewer at 224th St and 149th Ave and along the access road through Idlewild Parks known as Springfield Lane (Spine Farmers Blvd),59952000.0,2023-11-29,DDC,155854000.0,Environmental Protection,155442000.0
428.0,1903-03-27,2021-12-01,2021-10-06T00:00:00.000,,0.0,2025-08-08,DDC,-15454000.0,Libraries-QBPL,41255000.0
1889.0,1902-02-27,2020-01-01,,,,,DDC,27172000.0,Environmental Protection,
1934.0,1901-05-20,2019-09-01,2017-05-30T00:00:00.000,"Replace the Pelham Parkway bridge over Hutchinson River Parkway, Bronx.",-350000.0,,DOT,10338071.57,DOT,57220478.0
1839.0,1901-09-14,2021-07-01,2009-09-03T00:00:00.000,"Road Reconstruction, Water Main and Combined Sewer Work    E 177th Street from Devoe Ave to Bronx Park Ave     East Tremont Ave from Bronx Park Ave to Boston Rd    Devoe Ave from E 177th Street to East Tremont Ave",-78000.0,2024-09-27,DDC,25050000.0,Transportation,26948000.0
,1902-12-06,2023-01-01,2019-08-01T00:00:00.000,,-64811000.0,2023-06-30,DOT,-19999521.0,DOT,191543467.0
1197.0,1901-06-23,2022-04-01,2018-04-01T00:00:00.000,Resiliency betterments for Battery Park and West Street underpasses.,1940638.0,2024-11-27,DOT,47923308.0,DOT,56984167.0
327.0,1902-11-14,2021-12-01,2022-01-31T00:00:00.000,Rehabilitation of Hempstead Avenue Bridge over Cross island Parkway,-1.0,2030-04-23,DOT,1747189.0,DOT,87976719.0
2032.0,1901-02-06,2014-01-01,,"Integrated Clinical Information System (ICIS) Program: Electronic Medical Records (EMR) System - a single enterprise-wide EMR to meet the needs of HHC's expansive size and improve patient care will replace the legacy EMR, which is over 25 years old.",0.0,2018-12-31,HHC,15184947.0,H+H,748878284.0
1253.0,1901-05-17,2019-01-01,2017-05-30T00:00:00.000,"Repair the West Tremont Avenue bridge over the Metro North line, located in the Bronx.",-5773000.0,2026-09-15,DOT,37794543.0,DOT,55063172.0
1215.0,1901-05-30,2023-01-01,2014-03-17T00:00:00.000,"Reconstruction of Storm and Sanitary sewer, Trunk and distribution water main in Coney Island area - Phase 3A, Borough of Brooklyn",0.0,2023-11-27,DDC,25273000.0,Environmental Protection,63426000.0
121.0,1902-08-02,2021-12-01,2021-05-17T00:00:00.000,Rehabilitation of the Primary Settling Tanks at North River Wastewater Resources Recovery Facility.,17834361.8,2027-12-27,DEP,35891899.0,DEP,183134361.8
836.0,1902-02-11,2022-04-01,2016-04-27T00:00:00.000,"East Side Coastal Resiliency - Montgomery Street to East 15th Street, Manhattan",0.0,2026-08-15,DDC,-418193636.37,Parks & Recreation,92660363.63
2363.0,1901-03-23,2021-03-01,2016-02-24T00:00:00.000,"Improvements to: fencing, vegetation, roadway, drainage, ext. above-ground retaining walls. Including repair of dam inlet archway & wingwall, re-pointing of stones & reinforcement of east reservoir wall, & leakage/seepage protection within OCA.",-6747193.74,2023-10-19,DEP,-833277.14,DEP,57255623.09
1696.0,1901-09-30,2021-07-01,2013-01-23T00:00:00.000,"Renovate 4 floors of the building to create new office space for the Landmarks Preservation Commission, including new hearing room.",-6938000.0,2022-08-31,DDC,35010000.0,DCAS,66994000.0
664.0,1902-03-21,2019-05-01,2017-02-06T00:00:00.000,"Rehabilitation of East 180th Street Bridge over Metro North Railroad, the Bronx",1570000.0,2022-09-26,DOT,4194366.0,DOT,38879945.0
2086.0,1900-04-06,2014-01-01,2012-07-23T00:00:00.000,This project will replace the existing bridge with a new wider double-leaf bascule bridge.,1095749.0,2019-11-20,DOT,142277136.0,"DEP, DOT",152871246.0
1684.0,1901-06-05,2020-01-01,2015-11-13T00:00:00.000,Power Distribution at Bowery Bay WWTP.,-494447.54,2023-01-27,DEP,24235381.01,DEP,68873447.66
-78.0,1901-12-30,2022-04-01,2012-01-10T00:00:00.000,"Construction of a new 18,000 sq.ft. Branch employing the latest technology and sustainable design.",0.0,2022-05-30,DDC,-623757.91,Libraries-QBPL,39531557.09
714.0,1901-03-18,2021-07-01,2016-10-11T00:00:00.000,Replacement of the Esopus Creek Bridge & Route 28A Railroad Bridge,0.0,2025-11-09,DEP,-50461071.35,DEP,51210279.96
2252.0,1900-09-23,2022-09-01,,Upgrade and enhancement of emergency technology infrastructure to improve interoperability and coordination among public safety agencies and improve call processing time to decrease overall response times.,14365416.45,2023-03-30,DOITT,73735148.87,"FDNY, NYPD",2326601368.81
1477.0,1901-06-24,2019-09-01,2017-06-30T00:00:00.000,Replace the Shore Road Bridge over the Hutchinson River with a new bridge.,1750000.0,,DOT,-19049921.84,DOT,317488743.0
,1902-12-06,2022-04-01,,,-62938000.0,,DOT,-19999521.0,DOT,191543068.0
1400.0,1901-06-02,2021-03-01,,,,,DDC,10136496.0,Transportation,
0.0,1903-01-13,2021-12-01,2020-01-17T00:00:00.000,ADDITION,0.0,2024-09-03,SCA,0.0,DOE,86927350.0
3241.0,1901-03-24,2021-03-01,2018-08-02T00:00:00.000,"Replacement of thickener pumps, piping, sludge pumps, mixing pumps, recirculation pumps, spray water pumps, and heat exchangers. Install Gravity Belt Thickener, GBT pumps, polymer feed system.  Rehab of Thickeners, Sludge Box, and Distribution Box.",0.0,2026-04-25,DEP,57138101.3,DEP,78425184.91
1309.0,1902-10-12,2020-01-01,2016-11-30T00:00:00.000,"This project will construct synthetic turf athletic fields, roadways, a parking lot with associated landscaping and stormwater management, multi-use and pedestrian paths, benches, signage, fencing, and lighting, and restore woodlands and wetlands.",,2022-09-16,DPR,1436858.72,DPR,37674141.28
