borough,project_name,total_schedule_changes,latest_schedule_changes,date_reported_as_of,total_budget_changes,pid,forecast_completion,category,current_phase
Brooklyn,Wyckoff Avenue Street Reconstruction,226.0,365.0,2016-06-01T00:00:00.000,43926000.0,191,2029-06-30T00:00:00.000,Streets and Roadways,Design
,Queens IS at 47-10 Barnett Avenue Addition,365.0,0.0,2021-12-01T00:00:00.000,3206657.0,967,2023-09-03T00:00:00.000,Schools,Construction
Staten Island,Oakwood Beach WWTP Headworks Improvements,2857.0,178.0,2016-06-01T00:00:00.000,31867440.0,450,2021-12-24T00:00:00.000,Wastewater Treatment,Design
,FUEL TANK & SUMP REPLACEMENTS - MANHATTAN/S.I.,663.0,,2020-01-01T00:00:00.000,-1754000.0,900,,Industrial Development,
Queens,Metropolitan Avenue Bridge over CSX Transport,2027.0,173.0,2022-09-01T00:00:00.000,4699394.0,556,2030-01-05T00:00:00.000,"Bridges, Streets and Roadways",Design
Staten Island,Staten Island 1 & 3 Garage Construction & Rehab,406.0,-178.0,2021-07-01T00:00:00.000,68555000.0,769,2023-09-01T00:00:00.000,Sanitation,Construction
,BROAD CHANNEL BULKHEADS - PH II,-74.0,0.0,2018-03-01T00:00:00.000,61781000.0,617,2024-08-27T00:00:00.000,Industrial Development,Design
Manhattan,Bellevue Medical Center Priority Mitigation Projects,1854.0,0.0,2019-05-01T00:00:00.000,0.0,545,2020-06-30T00:00:00.000,Health and Hospitals,Construction
Queens,Roosevelt Avenue Bridge Superstructure and Substructure Repairs,2003.0,,2021-03-01T00:00:00.000,23798213.0,101,,Bridges,
,"Combined Sewer And Wm Work In 71 Street, Queens",1889.0,732.0,2021-07-01T00:00:00.000,27172000.0,789,2025-10-30T00:00:00.000,Sewers,Design
,Mobile Radios,0.0,,2021-07-01T00:00:00.000,-8074214.27,1079,,Public Safety and Criminal Justice,IT
Queens,Belt System - Cross Island over 115th Avenue/Dutch Broadway,1845.0,,2021-03-01T00:00:00.000,17528706.0,558,,Bridges,
Bronx,Westchester Avenue Bridge over Hutch River Parkway Rehabilitation,1592.0,,2019-09-01T00:00:00.000,20945057.0,112,,"Bridges, Streets and Roadways",Construction
Staten Island,Hannah Street Pumping Station Construction,3238.0,,2013-09-01T00:00:00.000,67909196.8,364,2017-08-11T00:00:00.000,Wastewater Treatment,Design
Manhattan,Bellevue Medical Center Priority Mitigation Projects,1854.0,381.0,2022-04-01T00:00:00.000,0.0,545,2023-06-30T00:00:00.000,Health and Hospitals,Construction
,UNION TURNPIKE CENTER MEDIAN REPLACEMENT,341.0,0.0,2022-04-01T00:00:00.000,23766000.0,986,2024-09-10T00:00:00.000,Streets and Roadways,Construction Procurement
Manhattan,2nd Avenue Watermain Trunk Construction,2113.0,138.0,2016-06-01T00:00:00.000,-7266000.0,388,2018-10-31T00:00:00.000,Water Supply,Construction Procurement
Manhattan,Coler Specialty Hospital Priority Mitigation Projects,2085.0,304.0,2018-08-01T00:00:00.000,0.0,544,2019-10-31T00:00:00.000,Health and Hospitals,Construction
Bronx,Concourse Village Avenue over Metro North,1865.0,121.0,2022-04-01T00:00:00.000,-186092.37,587,2029-08-22T00:00:00.000,Bridges,Design
Citywide,Electronic Medical Records Upgrade,2032.0,0.0,2014-05-01T00:00:00.000,15184947.0,403,2018-12-31T00:00:00.000,"Health and Hospitals, IT",IT
Queens,"STM & SAN SWR, N.B. WHITESTONE EXPWY SERV RD, PH 3",684.0,0.0,2018-03-01T00:00:00.000,15468000.0,652,2022-10-07T00:00:00.000,Sewers,Design
,Storm Sanitary Sewer Repl Springfield Gardens,1097.0,,2020-01-01T00:00:00.000,35414000.0,790,,Sewers,
,"GRAND CONCOURSE, PHASE 5",729.0,,2020-01-01T00:00:00.000,26673000.0,1013,,Streets and Roadways,
Brooklyn,Brooklyn Sanitation Garage Construction: Community District 3,790.0,,2016-11-01T00:00:00.000,25603365.0,560,2022-12-31T00:00:00.000,Sanitation,Design
,East River Esplanade Stabilization and Reconstruction Phase 2,156.0,,2021-03-01T00:00:00.000,0.0,1082,,Parks,Design
Brooklyn,Sunset Park Infrastructure,1290.0,68.0,2017-09-01T00:00:00.000,31633941.69,574,2020-12-25T00:00:00.000,Industrial Development,Design
Brooklyn,Construction of Gowanus CSO retention FAC Superfund Site,1086.0,0.0,2023-01-01T00:00:00.000,432995114.0,550,2031-11-25T00:00:00.000,Industrial Development,Construction Procurement
,FUEL TANK & SUMP REPLACEMENTS - QUEENS,663.0,,2020-05-01T00:00:00.000,-1850000.0,898,,Industrial Development,
Brooklyn,Bergen Avenue Street Reconstruction,-388.0,,2021-03-01T00:00:00.000,45837000.0,170,,Streets and Roadways,
,MULTI-SITE PEDESTRIAN SAFETY PHASE 5,1126.0,0.0,2023-01-01T00:00:00.000,-4087000.0,1004,2024-06-01T00:00:00.000,Streets and Roadways,Construction
,"RECONSTRUCTION OF FRONT STREET, MANHATTAN",484.0,,2020-05-01T00:00:00.000,6153000.0,1012,,Streets and Roadways,
,Tompkinsville Esplanade,944.0,0.0,2020-01-01T00:00:00.000,10582596.0,963,2023-07-31T00:00:00.000,Parks,Design
Valhalla,Kensico Eastview Connection Tunnel Construction,3132.0,843.0,2019-01-01T00:00:00.000,881770648.0,554,2030-08-26T00:00:00.000,Water Supply,Design
,Coastal Resiliency Area 1 - East 23Rd St. To Montg,836.0,,2020-05-01T00:00:00.000,-418193636.37,773,,"Industrial Development, Parks",
,FUEL TANK REPLACEMENT - 71,548.0,0.0,2023-01-01T00:00:00.000,3444000.0,935,2024-03-20T00:00:00.000,Industrial Development,Construction
,Queens Public School 46 Additionl,365.0,0.0,2020-05-01T00:00:00.000,0.0,1027,2022-09-03T00:00:00.000,Schools,Construction
"Bronx, Manhattan",Broadway Bridge over Harlem River Replacement,2797.0,0.0,2022-04-01T00:00:00.000,39724388.0,106,2027-04-02T00:00:00.000,Bridges,Construction
,Far Rockaway New Facility,-78.0,470.0,2021-07-01T00:00:00.000,-623757.91,730,2021-12-29T00:00:00.000,Other Government Facilities,Construction
Staten Island,Roma and Hett Avenue Storm and Sanitary Sewer Installation,-8.0,,2020-01-01T00:00:00.000,62973000.0,206,,Sewers,
Queens,Edgewood Triangle Roadway Reconstruction,3597.0,-11.0,2019-01-01T00:00:00.000,106503000.0,204,2022-08-26T00:00:00.000,Streets and Roadways,Design
,Tompkinsville Esplanade,944.0,62.0,2023-01-01T00:00:00.000,10582596.0,963,2026-03-01T00:00:00.000,Parks,Construction Procurement
,Manhattan Greenway: East Midtown,487.0,0.0,2020-05-01T00:00:00.000,24840000.0,859,2022-11-30T00:00:00.000,Parks,Construction
Manhattan,Carl Schurz Park Promenade over FDR (East 81st to 90th Streets),1571.0,840.0,2020-05-01T00:00:00.000,-197139579.0,537,2028-02-18T00:00:00.000,Bridges,Design
Brooklyn,Dumbo and Vinegar Hill Area Roadway Reconstruction and Renovation,3253.0,0.0,2017-09-01T00:00:00.000,96724000.0,193,2019-04-25T00:00:00.000,Streets and Roadways,Design
,Queens PS 206  New Construction,365.0,0.0,2023-01-01T00:00:00.000,2268625.0,970,2023-09-03T00:00:00.000,Schools,Construction
Manhattan,West 79th Street over Amtrak and Rotunda Complex Rehabilitation,604.0,,2018-03-01T00:00:00.000,-51088528.0,801,2023-09-20T00:00:00.000,"Bridges, Streets and Roadways",Design
Olive,Replacement of the Esopus & Route 28A Railroad Bridges,714.0,170.0,2020-10-01T00:00:00.000,-50461071.35,443,2025-06-20T00:00:00.000,Bridges,Construction Procurement
,RECONSTRUCTION OF EMPIRE BLVD/BED-796,223.0,0.0,2022-04-01T00:00:00.000,8554000.0,1213,2022-11-07T00:00:00.000,Streets and Roadways,Construction
Citywide,Raise Shorelines Citywide,639.0,0.0,2020-10-01T00:00:00.000,0.0,689,2022-12-31T00:00:00.000,Industrial Development,Design
,"Reconstruction of Mersereau, Richmond Ave and Mayflower Ave PSs",641.0,183.0,2022-04-01T00:00:00.000,45860651.8,1040,2025-05-09T00:00:00.000,Wastewater Treatment,Design
,Staten Island 3 Garage - HVAC Replacement,409.0,,2021-07-01T00:00:00.000,460000.0,1179,2022-07-01T00:00:00.000,Other Government Facilities,Construction
Manhattan,Henry Hudson Parkway over Amtrak (Northbound),1693.0,0.0,2022-09-01T00:00:00.000,500625.0,592,2029-07-01T00:00:00.000,Bridges,Design
Upstate,"Gilboa Dam Reconstruction, Phase III",1113.0,0.0,2014-01-01T00:00:00.000,10376533.49,405,2020-05-28T00:00:00.000,Water Supply,Design
Staten Island,CONSTRUCTION OF BMPs NC 6 AND 15 - SI,925.0,5.0,2019-05-01T00:00:00.000,1921000.0,631,2022-12-01T00:00:00.000,Industrial Development,Design
,Douglaston New Facility,244.0,111.0,2023-01-01T00:00:00.000,5348000.0,960,2027-06-06T00:00:00.000,Libraries,Design
,New Flyover Pedestrian Bridge,0.0,,2022-09-01T00:00:00.000,0.0,1234,2028-02-10T00:00:00.000,Streets and Roadways,Design
,FUEL TANK REPLACEMENT,1278.0,0.0,2022-04-01T00:00:00.000,207000.0,851,2025-04-14T00:00:00.000,Industrial Development,Construction
,HEMPSTEAD AVE OVER BCIP RAMP NB BIN 2266149,402.0,75.0,2022-04-01T00:00:00.000,597042.0,1050,2030-07-07T00:00:00.000,"Bridges, Streets and Roadways",Design
,150 ST SPINE: PHASE II TRUNK SEWER AT BERGEN BASIN,646.0,128.0,2021-07-01T00:00:00.000,-158027000.0,999,2026-01-19T00:00:00.000,Sewers,Design
,H.S. @ 165-18 HILLSIDE AVENUE - QUEENS,0.0,,2022-09-01T00:00:00.000,0.0,1311,2026-09-03T00:00:00.000,Schools,Construction
"Manhattan, Bronx",Madison Avenue Bridge Reconstruction,1628.0,0.0,2022-09-01T00:00:00.000,2036997.0,114,2023-01-31T00:00:00.000,Bridges,Construction
,Bronx Animal Care Center,110.0,,2021-03-01T00:00:00.000,24815617.0,893,,Health and Hospitals,
Manhattan,Coler Specialty Hospital Priority Mitigation Projects,2085.0,,2016-06-01T00:00:00.000,0.0,544,2017-12-01T00:00:00.000,Health and Hospitals,Construction Procurement
Manhattan,Carl Schurz Park Promenade over FDR (East 81st to 90th Streets),1571.0,222.0,2022-09-01T00:00:00.000,-197139579.0,537,2029-09-30T00:00:00.000,Bridges,Design
,"NEW 48"" TRUNK WATER MAIN IN E 233 STREET",1796.0,,2019-09-01T00:00:00.000,1077000.0,998,2022-03-12T00:00:00.000,Water Supply,Design
,"Ped Safety Upgrades on Atlantic Avenue, Phase 2",1400.0,484.0,2021-07-01T00:00:00.000,10136496.0,519,2024-05-30T00:00:00.000,Streets and Roadways,Construction
Manhattan,West 35th Street over Amtrak,2846.0,301.0,2021-07-01T00:00:00.000,-621966.0,696,2028-05-05T00:00:00.000,Bridges,Design
,Shore Road Bridge over Hutchinson River,1477.0,-106.0,2021-07-01T00:00:00.000,-19049921.84,541,2029-03-31T00:00:00.000,"Bridges, Streets and Roadways",Design
Queens,Dutch Kills and Lower Newtown Creek Enhanced Aeration Work,1891.0,83.0,2021-03-01T00:00:00.000,-4338327.57,313,2025-02-15T00:00:00.000,Wastewater Treatment,Construction Procurement
Bronx,Bainbridge Avenue Trunk Water Main,1687.0,0.0,2023-01-01T00:00:00.000,25547000.0,454,2023-06-30T00:00:00.000,Water Supply,Construction
,ASTORIA BLVD EB/ 278I( BQE WEST LEG),-100.0,0.0,2023-01-01T00:00:00.000,13120816.0,1285,2026-12-16T00:00:00.000,Bridges,Design
Manhattan,West 35th Street over Amtrak,2846.0,,2020-05-01T00:00:00.000,-621966.0,696,,Bridges,Design
City of Yonkers,Hillview Reservoir Flow Control Improvements,254.0,211.0,2022-04-01T00:00:00.000,-11397050.18,670,2033-01-02T00:00:00.000,Water Supply,Design
Brooklyn,Coney Island Hospital CSS Building and Perimeter Flood Protection,1243.0,-7.0,2021-12-01T00:00:00.000,30635879.93,561,2023-08-14T00:00:00.000,Health and Hospitals,Construction
"Manhattan, Bronx",Madison Avenue Bridge Reconstruction,1628.0,611.0,2018-08-01T00:00:00.000,2036997.0,114,2022-03-14T00:00:00.000,Bridges,Construction
Queens,Edgewood Triangle Roadway Reconstruction,3597.0,363.0,2022-04-01T00:00:00.000,106503000.0,204,2028-04-18T00:00:00.000,Streets and Roadways,Design
Manhattan,2nd Avenue Watermain Trunk Construction,2113.0,0.0,2021-12-01T00:00:00.000,-7266000.0,388,2023-07-27T00:00:00.000,Water Supply,Construction
,BROAD CHANNEL BULKHEADS - PH II,-74.0,0.0,2019-09-01T00:00:00.000,61781000.0,617,2023-05-25T00:00:00.000,Industrial Development,Construction Procurement
Queens,Edgewood Triangle Roadway Reconstruction,3597.0,,2020-05-01T00:00:00.000,106503000.0,204,,Streets and Roadways,
,"RECONSTRUCTION OF ROSEDALE AREA, PHASE 2",829.0,101.0,2021-12-01T00:00:00.000,61291000.0,1011,2026-06-22T00:00:00.000,Streets and Roadways,Design
,Shore Road Bridge over Hutchinson River,1477.0,0.0,2022-04-01T00:00:00.000,-19049921.84,541,2029-03-31T00:00:00.000,"Bridges, Streets and Roadways",Design
Port Jervis,Reconstruction of the Port Jervis Wastewater Treatment Plant,2445.0,,2015-02-01T00:00:00.000,9428438.55,444,2020-01-24T00:00:00.000,Wastewater Treatment,Design
,Porpoise Bridge In Flushing Meadows-Corona Park,1110.0,,2020-10-01T00:00:00.000,82000.0,749,,Bridges,
Bronx,Westchester Avenue Bridge over Hutch River Parkway Rehabilitation,1592.0,0.0,2021-12-01T00:00:00.000,20945057.0,112,2022-07-23T00:00:00.000,"Bridges, Streets and Roadways",Construction
"Manhattan, Bronx",Madison Avenue Bridge Reconstruction,1628.0,,2021-03-01T00:00:00.000,2036997.0,114,,Bridges,
Bronx,Pelham Bay Equestrian Park over Amtrak,1029.0,321.0,2022-09-01T00:00:00.000,137997.0,703,2027-06-04T00:00:00.000,Bridges,Design
Manhattan,Reconstruction of Power Distribution at Wards Island WWTP,1147.0,0.0,2023-01-01T00:00:00.000,33489860.26,453,2028-03-04T00:00:00.000,Wastewater Treatment,Design
Queens,Dutch Kills and Lower Newtown Creek Enhanced Aeration Work,1891.0,,2021-12-01T00:00:00.000,-4338327.57,313,,Wastewater Treatment,
,SOUTH BROOKLYN CROSSTOWN SBS,819.0,415.0,2019-01-01T00:00:00.000,29789000.0,843,2025-09-20T00:00:00.000,Industrial Development,Design
Upstate,"Gilboa Dam Reconstruction, Phase III",1113.0,0.0,2017-09-01T00:00:00.000,10376533.49,405,2020-07-27T00:00:00.000,Water Supply,Construction
Brooklyn,Construction of Gowanus CSO retention FAC Superfund Site,1086.0,141.0,2021-07-01T00:00:00.000,432995114.0,550,2031-11-25T00:00:00.000,Industrial Development,Construction Procurement
,New Stapleton Waterfront: Phases 2 and 3,913.0,215.0,2021-12-01T00:00:00.000,100733778.0,962,2026-12-02T00:00:00.000,Industrial Development,Design
Bronx,West Tremont Avenue over Metro North Railroad,1253.0,146.0,2021-12-01T00:00:00.000,37794543.0,503,2026-11-11T00:00:00.000,Bridges,Design
,"Grand Concourse Reconstruction, Phase 4 (Great Streets)",1448.0,,2020-05-01T00:00:00.000,57634000.0,476,,Streets and Roadways,
,Hansborough Recreation Center Reconstruction,186.0,,2022-04-01T00:00:00.000,-4700000.0,1090,2025-02-22T00:00:00.000,Parks,Construction Procurement
,"NEW 48"" TRUNK WATER MAIN IN E 233 STREET",1796.0,716.0,2022-09-01T00:00:00.000,1077000.0,998,2027-02-10T00:00:00.000,Water Supply,Design
,"NEW 48"" TRUNK WATER MAIN IN E 233 STREET",1796.0,350.0,2021-12-01T00:00:00.000,1077000.0,998,2025-02-24T00:00:00.000,Water Supply,Design
Bronx,Pelham Bay Equestrian Park over Amtrak,1029.0,-112.0,2019-05-01T00:00:00.000,137997.0,703,2026-07-01T00:00:00.000,Bridges,Design
,Grand Street Bridge over Newtown Creek,1645.0,,2021-03-01T00:00:00.000,160682490.0,534,,"Bridges, Streets and Roadways",
,"GRAND CONCOURSE, PHASE 5",729.0,,2020-05-01T00:00:00.000,26673000.0,1013,,Streets and Roadways,
,RED HOOK INTEGRATED FLOOD PROTECTION SYSTEM,1172.0,0.0,2022-04-01T00:00:00.000,86623000.0,985,2025-09-30T00:00:00.000,Public Safety and Criminal Justice,Design
Queens,49th Avenue Bridge Replacement,1449.0,-634.0,2017-09-01T00:00:00.000,32902419.0,131,2023-02-02T00:00:00.000,"Bridges, Streets and Roadways",Design
,150 ST SPINE: PHASE II TRUNK SEWER AT BERGEN BASIN,646.0,0.0,2023-01-01T00:00:00.000,-158027000.0,999,2027-06-21T00:00:00.000,Sewers,Design
Staten Island,Hannah Street Pumping Station Construction,3238.0,174.0,2023-01-01T00:00:00.000,67909196.8,364,2026-06-23T00:00:00.000,Wastewater Treatment,Construction
Brooklyn,Sunset Park Infrastructure,1290.0,0.0,2023-01-01T00:00:00.000,31633941.69,574,2024-04-30T00:00:00.000,Industrial Development,Construction
,Brkyln District 17/18 Garage: HVAC Replacement,123.0,123.0,2022-04-01T00:00:00.000,-709000.0,1190,2024-10-31T00:00:00.000,Other Government Facilities,Construction
Bronx,Bainbridge Avenue Trunk Water Main,1687.0,194.0,2017-04-01T00:00:00.000,25547000.0,454,2019-05-31T00:00:00.000,Water Supply,Construction
Brooklyn,Dumbo and Vinegar Hill Area Roadway Reconstruction and Renovation,3253.0,92.0,2016-01-01T00:00:00.000,96724000.0,193,2018-02-08T00:00:00.000,Streets and Roadways,Design
,GATEWAY ESTATE - PHASE E/BED-805,584.0,-273.0,2022-09-01T00:00:00.000,38077000.0,1201,2022-12-31T00:00:00.000,Streets and Roadways,Construction
Manhattan,West 79th Street over Amtrak and Rotunda Complex Rehabilitation,604.0,-16.0,2021-07-01T00:00:00.000,-51088528.0,801,2025-05-16T00:00:00.000,"Bridges, Streets and Roadways",Construction
Queens,49th Avenue Bridge Replacement,1449.0,-143.0,2019-01-01T00:00:00.000,32902419.0,131,2024-01-22T00:00:00.000,"Bridges, Streets and Roadways",Design
,Sewer When & Where Contract In S.E. Queens,1834.0,151.0,2023-01-01T00:00:00.000,7404000.0,793,2026-02-20T00:00:00.000,Sewers,Design
,Bronx Public School 077  Addition,0.0,0.0,2023-01-01T00:00:00.000,0.0,1101,2024-09-03T00:00:00.000,Schools,Construction
Citywide,Catskill Aqueduct Repair and Rehabilitation,1517.0,365.0,2021-12-01T00:00:00.000,9642889.68,478,2022-08-01T00:00:00.000,Water Supply,Construction
,Storm & Combined Sewers In 229 Street,652.0,176.0,2022-09-01T00:00:00.000,-9148000.0,776,2022-12-31T00:00:00.000,Sewers,Construction
,Tompkinsville Esplanade,944.0,60.0,2022-09-01T00:00:00.000,10582596.0,963,2025-12-29T00:00:00.000,Parks,Design
"Bronx, Manhattan",Broadway Bridge over Harlem River Replacement,2797.0,0.0,2019-01-01T00:00:00.000,39724388.0,106,2021-07-19T00:00:00.000,Bridges,Construction
,Queens PS 206  New Construction,365.0,0.0,2020-01-01T00:00:00.000,2268625.0,970,2022-09-03T00:00:00.000,Schools,Construction
Bronx,Replacement of The Digester at The Hunts Point WWTP,1355.0,465.0,2017-09-01T00:00:00.000,72852004.14,580,2023-10-27T00:00:00.000,Wastewater Treatment,Design
,New Storm Sewer N Conduit Av-Baisley Blvd,1619.0,0.0,2019-09-01T00:00:00.000,31711000.0,792,2024-09-13T00:00:00.000,Sewers,Design
,BROWNSVILLE LIBRARY MAJOR RENOVATIONS,916.0,170.0,2022-04-01T00:00:00.000,6752000.0,977,2026-12-19T00:00:00.000,Libraries,Design
Brooklyn,Brooklyn Civil Court move to 210 Joralemon St,1977.0,90.0,2019-01-01T00:00:00.000,200931011.96,509,2023-03-01T00:00:00.000,Public Safety and Criminal Justice,Design
,NEW UTRECH LIBRARY MAJOR RENOVATIONS,1188.0,,2019-01-01T00:00:00.000,290000.0,841,2024-08-31T00:00:00.000,Libraries,Design
,Flushing Creek CSO Disinfection Project,0.0,,2022-09-01T00:00:00.000,-45000.0,1293,2029-01-18T00:00:00.000,Wastewater Treatment,Design
Manhattan,Harlem River Drive Ramp Reconstruction (George Washington Bridge),2697.0,,2021-03-01T00:00:00.000,-3711870.0,708,,"Bridges, Streets and Roadways",
Bronx,"Bronx Sanitation Garage Construction: Community District 9, 10, 11",1919.0,0.0,2017-09-01T00:00:00.000,268983862.56,573,2026-06-30T00:00:00.000,Sanitation,Design
Queens,RECONSTRUCTION OF QUEENS BLVD - PHASE 1,1906.0,365.0,2021-12-01T00:00:00.000,176245000.0,618,2029-03-04T00:00:00.000,Industrial Development,Design
Bronx,Pelham Parkway Bridge Reconstruction over Hutchinson Parkway,1934.0,419.0,2022-09-01T00:00:00.000,10338071.57,506,2029-06-16T00:00:00.000,"Bridges, Streets and Roadways",Design
,Brooklyn Bridge - Approach Arches Rehabilitation,1908.0,0.0,2023-01-01T00:00:00.000,33135732.1,584,2024-02-20T00:00:00.000,Bridges,Construction
,QUEENS 8/10/12  GARAGE REHAB,273.0,273.0,2023-01-01T00:00:00.000,8964000.0,1217,2029-03-30T00:00:00.000,Sanitation,Design
,New Storm Sewer N Conduit Av-Baisley Blvd,1619.0,575.0,2022-04-01T00:00:00.000,31711000.0,792,2028-04-22T00:00:00.000,Sewers,Design
Citywide,Raise Shorelines Citywide,639.0,0.0,2021-03-01T00:00:00.000,0.0,689,2022-12-31T00:00:00.000,Industrial Development,Design
Bronx,"Bronx Sanitation Garage Construction: Community District 9, 10, 11",1919.0,273.0,2020-10-01T00:00:00.000,268983862.56,573,2028-09-30T00:00:00.000,Sanitation,Design
,Queens IS at 47-10 Barnett Avenue Addition,365.0,365.0,2020-10-01T00:00:00.000,3206657.0,967,2023-09-03T00:00:00.000,Schools,Construction
Brooklyn,Dumbo and Vinegar Hill Area Roadway Reconstruction and Renovation,3253.0,,2021-03-01T00:00:00.000,96724000.0,193,,Streets and Roadways,
,DELANCEY STREET SAFETY IMPROVEMENTS,1217.0,518.0,2021-07-01T00:00:00.000,20937000.0,983,2025-11-22T00:00:00.000,Streets and Roadways,Design
Queens,RECONSTRUCTION OF QUEENS BLVD - PHASE 2,2315.0,852.0,2021-07-01T00:00:00.000,14201000.0,619,2028-09-12T00:00:00.000,Industrial Development,Design
