route_type,cco_st,streetwidt,roadway_typ,edit_date,STAIR_ST,st,marg_wharf,feat_type_id,record_st,street_nm,build_stat,borough
Other,,,Surface St,,,,,0,,Patricia Court,Improved,Staten Island
Other,Y,Unknown,Surface St,,N,,N,0,True,Unknown,Improved,Staten Island
Mjr_st,,120,Surface St,,,,,1,,Bushwick Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,62 Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,Larkin Avenue,Improved,Queens
Gen_use,,75,Surface St,,,,,1,,West 179 Street,Improved,Bronx
Gen_use,,60,Surface St,,,Court Square,No,1,,Court Square East,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Mason Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,73 Street,Improved,Queens
Mjr_st,,100,Surface St,,,,,1,,Morris Avenue,Improved,Bronx
Mjr_st,,100,Surface St,,,,,1,,Prospect Park West,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Arthur Kill Road,Improved,Staten Island
Gen_use,,75,Surface St,,,,No,1,,35 Avenue,Improved,Queens
Mjr_st,,100,Surface St,,,,,1,,Avenue P,Improved,Brooklyn
Artrl,,Unknown,Surface St,,,,No,1,,Robert F. Kennedy Bridge,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,North 6 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Moore Street,Improved,Staten Island
Gen_use,,100,Surface St,,,,,1,,Metcalf Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Bowne Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Miller Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Wythe Avenue,Improved,Brooklyn
Mjr_st,,~80,Surface St,,,,No,1,,Fresh Pond Road,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Gower Street,Improved,Staten Island
Mjr_st,,70,Surface St,,,,,1,,Forest Avenue,Improved,Staten Island
Mjr_st,,>100,Surface St,,,,,1,,Mcguinness Boulevard South,Improved,Brooklyn
Gen_use,,88,Surface St,,,,,1,,West Broadway,Improved,Manhattan
Gen_use,,80,Surface St,,,,No,1,,133 Avenue,Improved,Queens
Mjr_st,,50,Surface St,,,,,1,,Manor Road,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Liberty Avenue,Improved,Brooklyn
Gen_use,,112,Surface St,,,,,1,,Delancey Street,Improved,Manhattan
Mjr_st,,100,Surface St,,,,,1,,Southern Boulevard,Improved,Bronx
Gen_use,,55,Surface St,,,,,1,,Castleton Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,No,1,,176 Street,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Avenue I,Improved,Brooklyn
Gen_use,N,100,Surface St,,N,,N,1,,Fieldston Road,Improved,Bronx
Gen_use,,55,Surface St,,,,No,1,,Judge Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Hamden Avenue,Improved,Staten Island
Gen_use,,40,Surface St,,,,,1,,Bedford Street,Improved,Manhattan
Other,,,Surface St,,N,,N,0,True,Falcon Avenue,Unimproved,Staten Island
Gen_use,,60,Surface St,,,,,1,,St. Paul'S Place,Improved,Brooklyn
Mjr_st,,140,Surface St,,,,,1,,Kings Highway,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Waring Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,No,1,,217 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Harvest Avenue,Improved,Staten Island
Gen_use,,40,Surface St,,,,,1,,Goodell Avenue,Unimproved,Staten Island
Gen_use,,Unknown,Surface St,,,,,1,,Central Road,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Bunnell Court,Improved,Staten Island
Other,Y,50,Surface St,,,,,0,True,Minerva Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Arlington Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,No,1,,178 Street,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,93 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,De Lavall Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Napier Avenue,Improved,Bronx
Artrl,,70,Surface St,,,,,1,,Harlem River Drive,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Kell Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Coverly Avenue,Part_improved,Staten Island
Artrl,,100,Surface St,,,,,1,,Father Capodanno Boulevard,Improved,Staten Island
Gen_use,,Unknown,Surface St,,,,,1,,Sedgwick Avenue,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,Hillcrest Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Daniel Low Terrace,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,East 34 Street,Improved,Brooklyn
Gen_use,,Unknown,Surface St,,,,No,1,,192 Street,Improved,Queens
Other,,,Walkway,,,,,0,,Dunne Place,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Barlow Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,56 Avenue,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Heenan Avenue,Improved,Staten Island
Mjr_st,,56.5,Surface St,,,,,1,,Sedgwick Avenue,Improved,Bronx
Gen_use,N,60,Surface St,,N,,N,1,,234 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Palmetto Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,39 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Menahan Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Stanley Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Blake Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Beebe Street,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Ilyse Court,Improved,Staten Island
Other,,,Surface St,,,,Y,0,True,Clinton Wharf,Unimproved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Madison Street,Improved,Manhattan
Gen_use,,50,Surface St,,,,,1,,Van Duzer Street,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Curtis Place,Improved,Staten Island
Gen_use,,80,Surface St,,N,,N,1,,116 Avenue,Unimproved,Queens
Gen_use,,60,Surface St,,,,,1,,East 15 Street,Improved,Brooklyn
Gen_use,N,60,Surface St,,N,,N,1,,Waldo Avenue,Improved,Bronx
Gen_use,,70,Surface St,,,,,1,,Cozine Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,195 Place,Improved,Queens
Mjr_st,,140,Surface St,,,,,1,,Park Avenue,Improved,Manhattan
Gen_use,,80,Surface St,,,,,1,,12 Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,N,,N,1,,135 Street,Unimproved,Queens
Gen_use,,50,Surface St,,,,,1,,Cameron Court,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Avenue P,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,123 Street,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Henderson Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,No,1,,156 Street,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Wilson Avenue,Improved,Bronx
Former_ROW,,Unknown,Surface St,,,,,0,,Broadway,,Queens
Gen_use,,60,Surface St,,,,,1,,South 5 Street,Unimproved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Livonia Avenue,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Carlton Avenue,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,4 Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Seddon Street,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,West Caswell Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Bay 25 Street,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Avenue L,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Schroeders Avenue,Improved,Brooklyn
Former_ROW,,Unknown,Surface St,,,,,0,,Rockwell Place,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Oakland Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,1 Avenue,Improved,Brooklyn
Gen_use,,Unknown,Surface St,,,,,1,,Central Road,Improved,Manhattan
Gen_use,,70,Surface St,,,,No,1,,42 Street,Improved,Queens
Mjr_st,,100,Surface St,,,,,1,,Boston Road,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Noble Avenue,Improved,Bronx
Gen_use,,60,Surface St,,N,,N,1,,Shore Boulevard,Unimproved,Queens
Gen_use,,60,Surface St,,,,,1,,Thayer Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,74 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,East 10 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Arlene Street,Improved,Staten Island
Mjr_st,,100,Surface St,,,,,1,,Fort George Hill,Improved,Manhattan
Gen_use,,Unknown,Surface St,,,,Y,1,,"Marginal Street, Wharf Or Place",Improved,Manhattan
Other,Y,50,Surface St,,N,,N,0,True,Dean Avenue,Improved,Staten Island
Other,,,Surface St,,,,,0,True,Harrison Alley,Unimproved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Edison Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Jefferson Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Central Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,N,,N,1,,221 Street,Unimproved,Queens
Gen_use,,Unknown but around 60,Surface St,,,,,1,,East 21 Street,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,No,1,,26 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Wilder Avenue,Improved,Staten Island
Gen_use,,Unknown,Surface St,,,,,1,,Eldert Lane,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Knickerbocker Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Colon Avenue,Unimproved,Staten Island
Gen_use,,80,Surface St,,,,,1,,West 65 Street,Improved,Manhattan
Mjr_st,,100,Surface St,,,,,1,,Baychester Avenue,Improved,Bronx
Mjr_st,,100,Surface St,,,,,1,,Cadman Plaza West,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Cypress Avenue,Improved,Bronx
Gen_use,,80,Surface St,,,,,1,,Getz Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Hett Avenue,Improved,Staten Island
Gen_use,,40,Walkway,,Y,,,1,,Bradley Terrace,Improved,Bronx
Gen_use,,>75,Surface St,,,,,1,,Rutland Road,Improved,Brooklyn
Gen_use,,>80,Surface St,,,,,1,,Avenue K,Improved,Brooklyn
Gen_use,,>100,Surface St,,,,,1,,39 Street,Improved,Brooklyn
Other,Y,70,Surface St,,N,,N,0,True,Vail Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Bathgate Street,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Fort Hill Place,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Hart Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Arlene Street,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,St. James Place,Improved,Brooklyn
Gen_use,,70,Surface St,,,,No,1,,33 Avenue,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Avenue X,Improved,Brooklyn
Gen_use,,50,Walkway,,,,No,1,,Pedestrian Way,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Bridge Water Street,Improved,Brooklyn
Mjr_st,,90,Surface St,,,,,1,,Victory Boulevard,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Benson Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,No,1,,Douglaston Parkway,Improved,Queens
Gen_use,,>80,Surface St,,,,No,1,,Winchester Boulevard,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Barbara Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,Ovid Place,Improved,Queens
Mjr_st,,>100,Surface St,,,,No,1,,Merrick Boulevard,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Liberty Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 19 Street,Improved,Brooklyn
Gen_use,,40,Surface St,,,,,1,,Housman Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,East 108 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Fountain Avenue,Improved,Brooklyn
Other,Y,,Surface St,,N,,N,0,True,240 Street,Improved,Queens
Gen_use,,120,Surface St,,,,,1,,Guider Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Tompkins Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,N,,N,1,,Barbadoes Drive,Unimproved,Queens
Gen_use,,58,Surface St,,,,,1,,Cadman Plaza East,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,95 Street,Improved,Queens
Mjr_st,,>90,Surface St,,,,,1,,Caton Avenue,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Hylan Boulevard,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Rector Street,Improved,Staten Island
Mjr_st,,70,Surface St,,,,,1,,Stuyvesant Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Kingston Avenue,Improved,Brooklyn
Gen_use,,>75,Surface St,,,,,1,,Anchorage Place,Improved,Brooklyn
Other,,,Surface St,,N,,N,0,True,Ascot Avenue,Unimproved,Staten Island
Gen_use,,50,Surface St,,,,No,1,,87 Avenue,Improved,Queens
Other,,,Surface St,,N,,N,0,,3 Street,Improved,Staten Island
Gen_use,,~60,Surface St,,,,No,1,,141 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Canal Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Waters Avenue,Unimproved,Bronx
Gen_use,,60,Surface St,,,,,1,,85 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Morrison Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Hamden Avenue,Improved,Staten Island
Gen_use,N,60,Surface St,,N,,N,1,,150 Street,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,Mott Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Doscher Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Cortelyou Road,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Hunter Avenue,Improved,Staten Island
Gen_use,,>75,Surface St,,,,,1,,Division Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Baltic Street,Unimproved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Schroeders Avenue,Improved,Brooklyn
Other,,,Surface St,,N,,N,0,,Benedict Road,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Hoffman Street,Improved,Bronx
Gen_use,,60,Surface St,,,,No,1,,41 Avenue,Improved,Queens
Artrl,,100,Surface St,,,,,1,,Boston Road,Improved,Bronx
Gen_use,,70,Surface St,,,,No,1,,33 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Taylor Street,Improved,Bronx
Other,,,Surface St,,,,,0,,Pond Way,Improved,Staten Island
Other,Y,30,Surface St,,N,,N,0,True,Bell Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Lenhart Street,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Clifton Place,Improved,Brooklyn
Mjr_st,,70,Surface St,,,,,1,,Forest Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,89 Road,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Tilden Street,Improved,Bronx
Mjr_st,,80,Surface St,,,,,1,,Broadway,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Delafield Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Derby Court,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Blake Avenue,Improved,Brooklyn
Gen_use,,80,Boardwalk,,,,,1,,Ocean Promenade,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,North 5 Street,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,No,1,,New York Boulevard,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,Barnett Avenue,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Tilden Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Jefferson Street,Improved,Brooklyn
Gen_use,N,60,Surface St,,N,,N,1,,64 Road,Improved,Queens
Mjr_st,,80,Surface St,,,,,1,,New Utrecht Avenue,Improved,Brooklyn
Artrl,,150,Surface St,,,,No,1,,Cross Bay Boulevard,Improved,Queens
Other,Y,30,Surface St,,,,,0,True,Lakeview Terrace,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Tillotson Avenue,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,Pontiac Place,Improved,Bronx
Gen_use,,60,Surface St,,,,No,1,,89 Avenue,Improved,Queens
Gen_use,,>75,Surface St,,,,,1,,Bayard Street,Improved,Brooklyn
Gen_use,N,60,Surface St,,N,,N,1,,77 Road,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,East 37 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Swaim Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Hylan Boulevard,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Greene Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Buchanan Place,Improved,Bronx
Gen_use,,80,Surface St,,,,No,1,,147 Avenue,Improved,Queens
Gen_use,,100,Surface St,,,,,1,,East 80 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Avenue O,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Gordon Street,Improved,Staten Island
Gen_use,,40,Surface St,,,,,1,,Ludwig Street,Improved,Staten Island
Gen_use,,50,Surface St,,,,No,1,,99 Avenue,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,17 Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,16 Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Briggs Avenue,Improved,Bronx
Gen_use,,>75,Surface St,,,,,1,,Jerome Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Yetman Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Barbey Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Bath Avenue,Improved,Brooklyn
Artrl,,100,Bridge,,,,,1,,Cross Bronx Expressway,Improved,Bronx
Other,Y,30,Surface St,,,,,0,True,Outerbridge Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Thomas S. Boyland Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,Williamson Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,137 Road,Improved,Queens
Artrl,,100,Surface St,,,,,1,,Boston Road,Improved,Bronx
Gen_use,,60,Surface St,,,,No,1,,Franklin Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,East 14 Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Caro Street,Improved,Staten Island
Other,,,Walkway,,,,,0,True,Brighton 3 Walk,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,10 Street,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Avenue X,Improved,Brooklyn
Other,,,Surface St,,,,,0,,Aymar Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,West 35 Street,Improved,Manhattan
Gen_use,,80,Surface St,,,,,1,,Lenox Road,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Sanilac Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,Princeton Street,Improved,Queens
Other,,60,Surface St,,,,,0,True,Pitney Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Bergen Cove,Improved,Brooklyn
Gen_use,,Unknown,Surface St,,,,No,1,,158 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,Mott Avenue,Improved,Queens
Gen_use,,irreg >60,Surface St,,,,No,1,,Amboy Lane,Improved,Queens
Mjr_st,,100,Surface St,,,,,1,,Clarendon Road,Improved,Brooklyn
Other,Y,,Surface St,,N,,N,0,,Mador Court,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,East Main Street,Improved,Manhattan
Gen_use,,80,Surface St,,,,,1,,Fillmore Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,94 Avenue,Improved,Queens
Other,,,Surface St,,,,,0,True,King Street,Unimproved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Bridge Street,Improved,Brooklyn
Gen_use,,70,Surface St,,,,No,1,,29 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,94 Street,Improved,Queens
Mjr_st,,Unknown,Surface St,,,,,1,,Park Drive,Improved,Bronx
Gen_use,,80,Surface St,,,,,1,,Avenue S,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Provost Avenue,Improved,Bronx
Gen_use,,47,Surface St,,,,,1,,Willow Road East,Improved,Staten Island
Gen_use,,80,Surface St,,,,No,1,,20 Avenue,Improved,Queens
Artrl,,150,Surface St,,,,No,1,,Woodhaven Boulevard,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Harold Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,East 141 Street,Improved,Bronx
Gen_use,,60-75,Surface St,,,,,1,,20 Drive,Improved,Brooklyn
Other,N,Unknown,Surface St,,,,,1,,12 Avenue,Improved,Queens
Artrl,,32,Surface St,,,,,1,,Harlem River Driveway,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,East 9 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,No,1,,43 Avenue,Improved,Queens
Other,,,Surface St,,N,,N,0,,Meridian Boulevard,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Meade Street,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Vernon Avenue,Improved,Staten Island
Mjr_st,,60,Surface St,,,,,1,,Willowbrook Road,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Truxton Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,Hillmeyer Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,Gates Avenue,Improved,Queens
Other,N,70,Surface St,,,,,1,,Beach 216 Street,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,South 1 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,No,1,,133 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,212 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,East Mount Eden Avenue,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,Ella Place,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,North Burgher Avenue,Unimproved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Slater Boulevard,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Nostrand Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,85 Drive,Improved,Queens
Gen_use,,100,Surface St,,,,,1,,Mcdonald Avenue,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,,1,,Third Avenue,Improved,Bronx
Artrl,,Unknown,Surface St,,,,,1,,Henry Hudson Parkway,Improved,Manhattan
Gen_use,,70,Surface St,,,,,1,,Somers Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Pioneer Street,Improved,Brooklyn
Other,,Unknown,Surface St,,N,,N,1,,Marshall Avenue,Unimproved,Queens
Other,,,Surface St,,,,,0,,Carmella Court,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Elmwood Avenue,Improved,Staten Island
Mjr_st,,80,Surface St,,,,,1,,Broadway,Improved,Manhattan
Gen_use,,40,Surface St,,,,,1,,86 Road,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Hancock Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Henry Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Winthrop Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,Crandall Avenue,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Blake Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Harold Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,East 146 Street,Improved,Bronx
Gen_use,,75,Surface St,,,,,1,,Nichols Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Governor Road,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,North 7 Street,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Clarkson Avenue,Improved,Brooklyn
Gen_use,,>60,Surface St,,,,No,1,,Maspeth Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Jerome Road,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Briarwood Road,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,East 239 Street,Improved,Bronx
Mjr_st,,100,Surface St,,,,,1,,Central Park West,Improved,Manhattan
Gen_use,,80,Surface St,,,,,1,,Avenue W,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Katan Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,East 104 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,Cambridge Road,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,52 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Waterbury Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Hale Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Chauncey Street,Improved,Brooklyn
Gen_use,,40,Surface St,,,,,1,,Poillon Avenue,Part_improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Pine Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Grant Avenue,Improved,Bronx
Gen_use,,80,Surface St,,,,,1,,Avenue I,Improved,Brooklyn
Other,,,Surface St,,,,,0,True,Old Mill Road,Unimproved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Brighton 4 Road,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,North Burgher Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Avenue L,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Auburn Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,42 Street,Improved,Brooklyn
Gen_use,,48.7-48.9,Walkway,,,,,1,,Washington Street,Improved,Manhattan
Gen_use,,50,Surface St,,,,,1,,King Street,Improved,Staten Island
Other,,,Surface St,,,,,0,,Ashley Lane,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,247 Street,Improved,Queens
Other,Y,60,Surface St,,N,,N,0,True,Latimer Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,19 Avenue,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,,1,,Broadway,Improved,Brooklyn
