gispropnum,regulation_soccer,t_ball,field_lighted,volleyball,wheelchairfootball,field_number,accessible,adult_football,borough,track_and_field,maintenanceagreement,the_geom,system,ll_baseb_13andolder,surface_type,lacrosse,precinct,ll_baseb_12andunder,cricket,flagfootball,councildistrict,hockey,stlength,pickleball
Q300,False,False,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.81669994239788, 40.743993001309356], [-73.8167135174237, 40.743954101125745], [-73.81671864304573, 40.743914043848676], [-73.81671518614117, 40.74387388286253], [-73.81670323616845, 40.74383467550615], [-73.81668310761243, 40.743797454260466], [-73.81665533058973, 40.74376319791763], [-73.81662063670429, 40.74373280814566], [-73.81657993898506, 40.743707085143654], [-73.81653430708165, 40.7436867059909], [-73.81648494482071, 40.743672205700854], [-73.81643314760834, 40.74366396814912], [-73.81638028235302, 40.74366220803182], [-73.81632773773538, 40.74366697258756], [-73.81627689699029, 40.74367813705159], [-73.81622909883258, 40.74369540639431], [-73.81618560190918, 40.743718326070336], [-73.81614754924584, 40.74374629456827], [-73.81611594453832, 40.74377857417822], [-73.81609161656556, 40.74381431524811], [-73.81577404289023, 40.74445597217958], [-73.81576761540899, 40.744496465877845], [-73.81576997849334, 40.74453721407275], [-73.81578106651989, 40.74457711983929], [-73.81580058409696, 40.744615111097225], [-73.81582800481411, 40.744650164022616], [-73.81586259127616, 40.74468133639947], [-73.81590341162132, 40.74470778835835], [-73.81594936904379, 40.74472881034015], [-73.8159992266232, 40.74474383574387], [-73.81605164279654, 40.74475245899397], [-73.81610520802379, 40.74475445000776], [-73.81615848030766, 40.74474975515305], [-73.81621002663147, 40.74473849911519], [-73.8162584596625, 40.74472098585622], [-73.81630247804283, 40.74469768697199], [-73.8163408948437, 40.74466922822936], [-73.81637267904433, 40.74463637612391], [-73.81639697454267, 40.74460001359584], [-73.81669994239788, 40.743993001309356]]]]}",Q300-ZN03-CRICKET-2,False,Natural,False,109.0,False,True,False,20.0,False,1032.4273118673011,
X092,False,False,False,False,False,03,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89755963636865, 40.887124424642494], [-73.8974869300334, 40.88706633545657], [-73.8974034609613, 40.887017281142505], [-73.89731116027504, 40.88697839440611], [-73.89721215877795, 40.88695057490886], [-73.89710874546618, 40.886934464919946], [-73.89700330941251, 40.88693043665943], [-73.89689828639168, 40.88693858324671], [-73.89679610430922, 40.88695871685125], [-73.89669912387615, 40.88699037134028], [-73.89660958519958, 40.88703281573757], [-73.89652955911362, 40.88708507038644], [-73.89646089375846, 40.8871459258102], [-73.89640517655887, 40.887213976893996], [-73.89636369383665, 40.887287650761195], [-73.89633740464396, 40.88736524546875], [-73.8963269169682, 40.88744496780422], [-73.89716857686041, 40.88777373090956], [-73.89723970539454, 40.88774979629828], [-73.89755963636865, 40.887124424642494]]]]}",X092-ZN02-SOFTBALL-2,True,Natural,False,50.0,True,False,False,11.0,False,994.7146236538548,
Q226,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93692778057925, 40.77439322318431], [-73.93695823985892, 40.77444072247368], [-73.93751004546982, 40.7746165986117], [-73.93754963503571, 40.774529685521365], [-73.93756673160088, 40.77443863142515], [-73.93756071024747, 40.7743467687557], [-73.93753179061142, 40.77425745830548], [-73.9374810322418, 40.774173967657156], [-73.93741029086884, 40.77409935229613], [-73.93732215453544, 40.77403634121745], [-73.93721985010494, 40.77398723962632], [-73.93711702549193, 40.77395604326223], [-73.93692778057925, 40.77439322318431]]]]}",Q226-02-BASEBALL-1,False,Asphalt,False,114.0,False,False,False,22.0,False,651.4030290372023,
M140,False,False,False,False,False,,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95334918146298, 40.82796004142917], [-73.95304118811325, 40.82829943912265], [-73.9533127946086, 40.82843557279203], [-73.95361161704668, 40.82809158086868], [-73.95334918146298, 40.82796004142917]]]]}",M072-ZN28-SOCCER-1,False,,False,30.0,False,False,,7.0,False,477.4111922529637,
B111A,False,False,False,False,False,07,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98584802894565, 40.673234004598356], [-73.9859073027448, 40.67316359069314], [-73.98578022098197, 40.67310173128136], [-73.9857209482864, 40.67317214512176], [-73.98584802894565, 40.673234004598356]]]]}",B111A-HANDBALL-11,False,Concrete,False,78.0,False,False,False,39.0,False,144.62101748618647,
Q450,False,False,False,False,False,,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85518413846265, 40.74767640651305], [-73.85531570546085, 40.74764006438224], [-73.85527829618005, 40.74756700153427], [-73.85514568614832, 40.747603342310825], [-73.85518413846265, 40.74767640651305]]]]}",Q450-BASKETBALL-5,False,,False,110.0,False,False,,21.0,False,135.0803884927956,
X344,False,False,False,False,False,12,False,False,X,False,True,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93144833081021, 40.82332607354539], [-73.93143114713942, 40.82311552014848], [-73.93129691600295, 40.82311827321231], [-73.93131906772302, 40.82333071702818], [-73.93144833081021, 40.82332607354539]]]]}",X344-TENNIS-15,False,Concrete,False,44.0,False,False,False,17.0,False,227.4833454118776,
B007,False,True,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00296743802362, 40.595663810091466], [-74.00257125082541, 40.595906667181964], [-74.00257702602863, 40.59595426687769], [-74.00259193557795, 40.59600069838942], [-74.00261565339262, 40.5960449495336], [-74.00264766318841, 40.59608605585701], [-74.00268726556551, 40.596123120448546], [-74.00273359690986, 40.59615533555216], [-74.0027856482957, 40.596181996975595], [-74.00284228320703, 40.596202523902086], [-74.00290226589185, 40.596216468796456], [-74.00296428971724, 40.59622352821105], [-74.00302700079855, 40.59622354728831], [-74.00308903108055, 40.59621652516339], [-74.0031490290552, 40.59620261586385], [-74.00320568575395, 40.59618212290544], [-74.00325776428357, 40.59615549298734], [-74.00330412936147, 40.596123306084955], [-74.00334376976225, 40.59608626554272], [-74.00337582194435, 40.59604517826122], [-74.00339958540685, 40.596000941187974], [-74.00303542258398, 40.59567214805612], [-74.00296743802362, 40.595663810091466]]]]}",B007-BASEBALL-3,False,Natural,False,62.0,True,False,False,47.0,False,647.9803219742537,
M104,True,False,True,False,False,10,False,True,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92470057149401, 40.79473785140622], [-73.92509708194461, 40.79428404330151], [-73.92401855989574, 40.793734232972994], [-73.92362435980884, 40.794189799418426], [-73.92470057149401, 40.79473785140622]]]]}",M104-ZN03-SOCCER-2,False,Synthetic,True,25.0,False,False,False,8.0,False,1115.4177833490044,
X039,False,False,False,False,False,06,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82514874380816, 40.84816859708624], [-73.82499480177492, 40.84823722260208], [-73.82513233043228, 40.84841307156508], [-73.82528561970125, 40.84834294735766], [-73.82514874380816, 40.84816859708624]]]]}",X039-01-BASKETBALL-1,False,Asphalt,False,45.0,False,False,False,13.0,False,247.36652817917872,
,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98628301857693, 40.70052306053763], [-73.98629781583487, 40.70030511317], [-73.98608434866463, 40.700297919483155], [-73.98607013758617, 40.70051588760632], [-73.98628301857693, 40.70052306053763]]]]}",B223J03-BASKETBALL-2,False,Asphalt,False,84.0,False,False,False,35.0,False,277.3538813140784,
X126,True,False,False,False,False,06,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.83777482302507, 40.80968009084645], [-73.83840790577906, 40.809535096342664], [-73.83806488098287, 40.808835034178834], [-73.83743184344556, 40.80896344957699], [-73.83777482302507, 40.80968009084645]]]]}",X126-ZN02-SOCCER-2,False,Natural,False,45.0,False,False,False,13.0,False,914.4080394680908,
B313,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93041308906854, 40.6827818791909], [-73.93030511148798, 40.68279340886322], [-73.93032881569418, 40.68291584543713], [-73.93043888058104, 40.682902748308585], [-73.93041308906854, 40.6827818791909]]]]}",B313-BASKETBALL-1,False,Asphalt,False,81.0,False,False,False,36.0,False,150.8407992805798,
M104,False,False,True,False,False,08,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9192949526354, 40.793585024181745], [-73.91944094140878, 40.793404177944744], [-73.9193311143771, 40.7933529698127], [-73.91918512541658, 40.79353381681255], [-73.9192949526354, 40.793585024181745]]]]}",M104-ZN02-TENNIS-15,False,Rubber,False,25.0,False,False,False,8.0,False,225.95505823858957,
X150E,False,False,False,False,False,01,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91093154443763, 40.863019798361506], [-73.9109227043648, 40.8629754748181], [-73.91061920334775, 40.86281026942255], [-73.91056473298936, 40.862803541975495], [-73.91050954741581, 40.862803865686125], [-73.91045522059339, 40.86281123277006], [-73.91040330066902, 40.86282543191495], [-73.91035526488585, 40.862846059051286], [-73.91031248517423, 40.86287252723017], [-73.91027617831834, 40.86290408009142], [-73.91024737982316, 40.86293982065796], [-73.91022691067855, 40.86297872931873], [-73.91021535359002, 40.863019698028324], [-73.91021303751937, 40.8630615582091], [-73.91022002932998, 40.8631031176649], [-73.9102361301823, 40.86314319299528], [-73.91026088023445, 40.86318064021648], [-73.91029357519356, 40.86321439349561], [-73.91033328169884, 40.86324349127782], [-73.91037886930934, 40.86326710332653], [-73.91042904012079, 40.863284557762235], [-73.91048236195711, 40.86329535639744], [-73.91053731816633, 40.863299191885154], [-73.91059233963917, 40.86329595404801], [-73.91064586054962, 40.86328573712529], [-73.91069635513938, 40.86326883079637], [-73.91093154443763, 40.863019798361506]]]]}",X150E-BASEBALL-1,False,Natural,False,52.0,True,False,False,14.0,False,582.3654843525783,
Q098,False,False,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88634106378191, 40.743900765895035], [-73.88624406975043, 40.74391103587776], [-73.8862658272742, 40.74403010445698], [-73.88636282147573, 40.74401983445605], [-73.88634106378191, 40.743900765895035]]]]}",Q098-HANDBALL-1,False,Asphalt,False,110.0,False,False,False,25.0,False,141.8670017212786,
Q443,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79512620341936, 40.59403150729101], [-73.79511223252705, 40.59386875926792], [-73.79492956477911, 40.59387709017835], [-73.79494333354208, 40.59403896345362], [-73.79512620341936, 40.59403150729101]]]]}",Q443-BASKETBALL-3,False,Asphalt,False,100.0,False,False,False,31.0,False,220.19954910106665,
B111A,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98552948378955, 40.67287796073318], [-73.98544709400772, 40.67297743655059], [-73.98552702455012, 40.67301574914336], [-73.98561127818057, 40.67291660669292], [-73.98552948378955, 40.67287796073318]]]]}",B111A-HANDBALL-2,False,Concrete,False,78.0,False,False,False,39.0,False,138.771260223663,
B057,False,False,False,False,False,08,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93760993243221, 40.607303175422686], [-73.93772593918032, 40.60734773311971], [-73.93780549471313, 40.607220805317304], [-73.93769156644919, 40.60717758700217], [-73.93760993243221, 40.607303175422686]]]]}",B057-BASKETBALL-13,False,Asphalt,False,63.0,False,False,False,46.0,False,173.71690580947535,
X118,False,False,False,False,False,01,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87075223108246, 40.82047753137079], [-73.87072432863157, 40.82051976582635], [-73.87082708463076, 40.82096340103017], [-73.8709006659941, 40.82100027234319], [-73.87098230202209, 40.821025530806274], [-73.87106885570316, 40.821038204860514], [-73.8711570017857, 40.82103780721259], [-73.87124335121413, 40.82102435388552], [-73.87132458746102, 40.82099836166971], [-73.87139758748205, 40.82096082844557], [-73.87145954506873, 40.82091319819915], [-73.87150808120975, 40.82085729990812], [-73.87154132956236, 40.82079528279758], [-73.87155801247891, 40.82072952997371], [-73.87155748858977, 40.82066256752404], [-73.87153977905491, 40.82059696999306], [-73.87150556419816, 40.820535256821564], [-73.87145615759704, 40.82047980046827], [-73.87139346002827, 40.820432732709556], [-73.87133440569552, 40.82040193826395], [-73.87075223108246, 40.82047753137079]]]]}",X118-ZN01-BASEBALL-2,False,Natural,False,43.0,True,False,False,18.0,False,754.9831970130361,
Q108,False,False,False,False,False,04,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.73702395967165, 40.66917432487881], [-73.73715262189715, 40.6692174989545], [-73.7371930139435, 40.66914633402084], [-73.73706467661177, 40.66910387484431], [-73.73702395967165, 40.66917432487881]]]]}",Q108-HANDBALL-3,False,Asphalt,False,105.0,False,False,False,31.0,False,134.1092538306582,
B047,False,False,False,False,False,07,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88807493879912, 40.68429167300183], [-73.88798623972083, 40.684183189047644], [-73.88790745131992, 40.68422052060226], [-73.88799614913675, 40.684329004615535], [-73.88807493879912, 40.68429167300183]]]]}",Q020-ZN04-HANDBALL-10,False,Asphalt,False,104.0,False,False,False,37.0,False,144.5864022137221,
B068,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96987338435575, 40.65023217785941], [-73.9698649142539, 40.65031039549496], [-73.9698749714024, 40.650388504518304], [-73.96990323068039, 40.65046397888795], [-73.96994877929669, 40.650534378849976], [-73.97001014275698, 40.65059742929225], [-73.97008533803076, 40.650651090902265], [-73.97017193499939, 40.65069362862608], [-73.97026713446537, 40.650723668425265], [-73.97036785681466, 40.65074023782692], [-73.97047084841817, 40.65074280197435], [-73.97057277622265, 40.650731278061656], [-73.97067034835837, 40.65070603896701], [-73.97076040874214, 40.650667899767825], [-73.97084004587195, 40.650618093452515], [-73.97090668507307, 40.65055823041704], [-73.97095817246884, 40.650490246252616], [-73.97061445129515, 40.649985368430976], [-73.97054306374471, 40.64996851949561], [-73.96987338435575, 40.65023217785941]]]]}",B073-ZN27-BASEBALL-1,True,Natural,False,70.0,False,False,False,40.0,False,894.6234849529927,
Q163,False,False,False,False,False,47,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82477973573354, 40.58098460732652], [-73.82474239883781, 40.58090929794716], [-73.82455522749535, 40.58096226396474], [-73.82459253141916, 40.5810370168296], [-73.82477973573354, 40.58098460732652]]]]}",Q163-ZN07A-HANDBALL-3,False,Asphalt,False,100.0,False,False,False,32.0,False,169.32368663081772,
R045,False,False,False,False,False,03,False,False,R,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.18739740529934, 40.589624632205094], [-74.1872445540687, 40.589637542770696], [-74.18725404346212, 40.589714319595416], [-74.18740689486664, 40.589701409017344], [-74.18739740529934, 40.589624632205094]]]]}",R045-01-HANDBALL-4,False,Asphalt,False,122.0,False,False,,50.0,False,141.61657604748024,
Q096E,False,False,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82102716131882, 40.66527551364422], [-73.82077051079423, 40.665200980735335], [-73.82072051392782, 40.66530658129613], [-73.82097302215666, 40.665381106968134], [-73.82102716131882, 40.66527551364422]]]]}",Q096E-BASKETBALL-2,False,Asphalt,False,106.0,False,False,False,28.0,False,233.52946591400013,
B362,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91161066873934, 40.66878642955936], [-73.91185276925756, 40.66875167889488], [-73.91182827325765, 40.66865020528636], [-73.91158680971714, 40.66868558404862], [-73.91161066873934, 40.66878642955936]]]]}",B362-BASKETBALL-2,False,Asphalt,False,73.0,False,False,False,41.0,False,211.47908429655783,
M205,False,False,False,False,False,02,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95643047812878, 40.81112567268214], [-73.9563621172222, 40.811219955948005], [-73.95643871044602, 40.811252474868446], [-73.9565082591361, 40.81115773995597], [-73.95643047812878, 40.81112567268214]]]]}",M205-HANDBALL-1,False,Asphalt,False,26.0,False,False,False,7.0,False,127.52481294766264,
B068,False,False,False,False,False,03B,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9695933080562, 40.651356002215515], [-73.96975312827858, 40.65159543430703], [-73.96987697123177, 40.65154748183846], [-73.96971714831508, 40.65130804991712], [-73.9695933080562, 40.651356002215515]]]]}",B073-ZN27-TENNIS-11,False,Clay,False,70.0,False,False,False,40.0,False,272.81471649431217,
B054,False,False,True,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92530669587765, 40.66711271710669], [-73.92517563604115, 40.66710565383842], [-73.92517551872074, 40.667106921688706], [-73.92515563640858, 40.6673207624074], [-73.92528669666363, 40.667327827499285], [-73.92530657855879, 40.66711398585768], [-73.92530669587765, 40.66711271710669]]]]}",B054-ZN03-TENNIS-5,False,Asphalt,False,77.0,False,False,False,41.0,False,230.03178796253823,
B028,False,False,False,False,False,07,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0167275265854, 40.60649655949008], [-74.01690177134297, 40.606329154026994], [-74.0168017171955, 40.60626841139652], [-74.01662690769452, 40.60643635440213], [-74.0167275265854, 40.60649655949008]]]]}",B028-ZN01-TENNIS-4,False,Asphalt,False,68.0,False,False,False,50.0,False,226.99059855430625,
