src_block,_2010source_eui_kbtu_ft,_2014_source_eui_kbtu_ft,building,LOT,BRGH_CD,ghg_emissions_intensity,bin,agency
7044.0,237.1,182.5,R056,1899-12-31,5.0,6.6,5128148.0,DOE
1957.0,251.1,299.4,Marshak Hall,1900-04-09,1.0,9.6,1059410.0,CUNY-S
174.0,197.6,164,MICSA/HASA Office (Leased),1900-01-12,3.0,4.3,3000601.0,HRA
76.0,166.8,143.1,Snug Harbor Campus: Bldg E,1900-07-18,5.0,5.1,5000000.0,CIG
3120.0,654.4,713.9,Bronx Zoo Campus: Bronx Zoo Store,1900-01-19,2.0,36,2123911.0,CIG
225.0,204.5,48.5,Hunter MFA,1900-01-07,1.0,1.9,1002933.0,CUNY-S
1558.0,170,143.9,M646,1900-02-02,1.0,5.4,1050338.0,DOE
7552.0,319.2,565.2,West Quad Building,1900-04-09,3.0,14.9,3391507.0,CUNY-S
417.0,115.7,123.9,Q451,1900-01-15,4.0,4.5,4005026.0,DOE
2040.0,313.9,418.2,Library / Cyber Cafe,1899-12-31,5.0,11,5107301.0,CUNY-S
6174.0,112.6,126,K247,1900-02-04,3.0,5.1,3157466.0,DOE
7918.0,245.7,215,Brooklyn South 14 District Garage (Leased),1900-05-24,3.0,9,3221978.0,DSNY
1102.0,184,173,Park Slope Armory Shelter,1900-01-11,3.0,8.9,3026581.0,DHS
683.0,227,207.7,"R887 within (R880, R080, R881, R883, R884, R885, R886, R887)",1899-12-31,5.0,7.6,5113169.0,DOE
3247.0,106.5,174.2,Carman Hall,1900-08-17,2.0,4.6,2015246.0,CUNY-S
3272.0,121.3,381,New York Botanical Garden Campus: International Plant Science Center,1899-12-31,2.0,12.8,2113265.0,CIG
582.0,238.8,389,Red Hook Recreation Center,1899-12-31,3.0,18.6,3008670.0,DPR
5141.0,121.5,153.5,"X181 within (X153, X178, X180, X181, X455, X456)",1900-05-29,2.0,5.3,2116160.0,DOE
8698.0,832.8,580.2,New York Aquarium Campus: Operations Building,1899-12-31,3.0,17.5,3115623.0,CIG
981.0,84.3,83.8,K051,1900-04-20,3.0,4.6,3021057.0,DOE
6943.0,55.9,130,Brooklyn 11 District Garage; BK Boro Office; SW MTS,1900-01-29,3.0,7.3,3378180.0,DSNY
5446.0,111.7,118,Q107,1900-01-17,4.0,6,4123454.0,DOE
1831.0,186.4,177.8,115th Street Branch Library,1900-01-25,1.0,6.5,1055236.0,NYPL
2171.0,110.4,128.3,M178,1900-02-04,1.0,4.5,1064128.0,DOE
1749.0,98.1,89.3,K059,1899-12-31,3.0,4.9,3048546.0,DOE
3007.0,205.9,236,Freeman Houses Residence,1899-12-31,2.0,10.3,2010906.0,DHS
6013.0,150.3,148.2,"K490 within (K490, K934)",1899-12-31,3.0,5.4,3152318.0,DOE
606.0,70.1,87.5,M041,1900-02-17,1.0,3.8,1010543.0,DOE
2766.0,48.7,37.7,Citywide Transport Unit,1900-11-15,2.0,1,2006748.0,DSNY
4290.0,184.2,186.7,X839,1900-02-16,2.0,6,2048811.0,DOE
2758.0,85.8,161.6,New Day Family Residence II,1900-02-04,2.0,6.6,2006311.0,HRA
6203.0,126.9,128.3,Q130,1899-12-31,4.0,5.7,4137034.0,DOE
1920.0,43.6,33.1,Schomburg Center/Research in Black Culture (New),1900-01-28,1.0,0.9,1058276.0,NYPL
5256.0,101.4,94.1,"Q032 within (Q032, Q922)",1899-12-31,4.0,5.1,4118954.0,DOE
2983.0,275.3,217.8,X973,1900-01-14,2.0,6.4,2010604.0,DOE
1852.0,106.8,110,"M163 within (M163, M919)",1900-04-08,1.0,5.1,1055908.0,DOE
1253.0,122.9,119.1,M075,1900-03-05,1.0,6.2,1034190.0,DOE
2450.0,205.8,195.1,Q005,1900-01-16,4.0,6.6,4454423.0,DOE
4288.0,116.9,113.7,"X105 within (X105, X935)",1899-12-31,2.0,5.3,2048794.0,DOE
15861.0,202.1,151.3,"Q106 within (Q106, Q727, Q806)",1900-02-03,4.0,5.5,4441244.0,DOE
221.0,325.9,276.6,Red Hook WPCP Campus: 63 Flushing Ave,1900-01-06,3.0,7.5,3852786.0,DEP
1773.0,95.8,91.4,K304,1900-01-13,3.0,4.8,3049420.0,DOE
7556.0,319.2,5.2,Ingersoll Hall Extension,1900-05-29,3.0,0.2,3327317.0,CUNY-S
8230.0,117.3,104.6,K279,1899-12-31,3.0,4.6,3326733.0,DOE
4976.0,229,167.6,Flushing Center for Higher Education,1900-01-26,4.0,5.2,4112321.0,CUNY-S
6517.0,229,223.2,Fitzgerald Gymnasium,1899-12-31,4.0,7.5,4439916.0,CUNY-S
2494.0,219.4,165.5,Mullaly Park Rink and Rec Center,1899-12-31,2.0,5.8,2003021.0,DPR
355.0,76.8,74.3,M020,1899-12-31,1.0,3.1,1004325.0,DOE
2203.0,273,264.4,Engine Co. 211 & Ladder Co. 119,1900-01-15,3.0,11.2,3060298.0,FDNY
774.0,100,97.5,M600,1900-01-18,1.0,4.3,1014174.0,DOE
5735.0,212,222.3,K069,1900-01-31,3.0,8,3387646.0,DOE
1752.0,119.3,129.1,M911,1900-02-27,1.0,6.2,1054159.0,DOE
3273.0,121.3,419.1,NYBG: Warehouse Upper and Lower,1900-05-01,2.0,12.1,2094718.0,CIG
3272.0,121.3,381,New York Botanical Garden Campus: Jeannette Kittredge Watson Science and Education Building,1899-12-31,2.0,12.8,2113265.0,CIG
7556.0,319.2,5.2,LaGuardia Hall,1900-05-29,3.0,0.2,3327319.0,CUNY-S
2040.0,313.9,415.2,West Administration Building,1899-12-31,5.0,11,5107300.0,CUNY-S
7998.0,96.2,96.5,K515,1900-01-04,3.0,5.3,3224139.0,DOE
962.0,471.8,430.3,Bellevue Hospital Center Campus: Ambulatory Care Building,1900-04-09,1.0,16.4,1087295.0,HHC
2560.0,304.5,255,Engine Co. 238 and Ladder Co. 106,1900-02-18,3.0,8.9,3064786.0,FDNY
1111.0,659.6,295.1,Arsenal Building,1899-12-31,1.0,12.3,1083811.0,DPR
2722.0,176.5,179,Engine Co. 229 and Ladder Co. 146,1900-01-27,3.0,6,3067898.0,FDNY
5232.0,159.2,151.8,K217,1899-12-31,3.0,6,3121072.0,DOE
1212.0,309.2,383.7,Fort Greene Grant Square Senior Center (Leased),1900-01-05,3.0,10.2,3030302.0,DFTA
4811.0,135.1,132,K470,1899-12-31,3.0,5.5,3107227.0,DOE
5850.0,130.4,116.4,X081,1904-03-29,2.0,4.3,2084806.0,DOE
3247.0,155.3,104,X430,1900-03-10,2.0,3.9,2015241.0,DOE
3864.0,187.5,177.5,"X420 within (X420, X421, X423)",1899-12-31,2.0,8.2,2027459.0,DOE
1734.0,170,174,Central Harlem Health Center,1900-02-02,1.0,6.5,1053900.0,DOHMH
73.0,144.8,162.8,"R040 within (R040, R973)",1900-03-04,5.0,6.1,5001823.0,DOE
2045.0,86.1,97,K046,1900-01-10,3.0,4.7,3058088.0,DOE
518.0,150.5,139.3,Astoria Health Center,1900-01-29,4.0,5.6,4005758.0,DOHMH
4673.0,159.1,124.4,"K135 within (K135, K953)",1899-12-31,3.0,5.7,3102005.0,DOE
16258.0,126.8,125.4,Q816,1900-01-05,4.0,7.2,4305631.0,DOE
3604.0,119.1,111.6,K041,1899-12-31,3.0,5.8,3082389.0,DOE
12406.0,230.4,270.6,Roy Wilkins Recreation Center,1900-06-28,4.0,10.3,4268835.0,DPR
2627.0,110.9,75.5,"X140 within (X140, X840)",1900-01-08,2.0,2.9,2004469.0,DOE
2022.0,313.6,257.8,Administration Site (Leased),1900-01-17,3.0,7.7,3057913.0,ACS
2877.0,128.5,115.6,"X109 within (X109, X899)",1901-01-27,2.0,6,2094549.0,DOE
582.0,134.1,145.3,Hudson Park Branch Library,1900-01-17,1.0,4.7,1009760.0,NYPL
6517.0,229,466.9,Margaret Kiely Hall,1899-12-31,4.0,21.4,4141870.0,CUNY-S
1516.0,262.5,262.3,M169,1920-07-15,1.0,6.9,1048043.0,DOE
3683.0,111.2,108.5,Q091,1899-12-31,4.0,4.9,4089566.0,DOE
8760.0,293.6,302.2,Temporary Building #7,1900-02-28,3.0,10.2,3852585.0,CUNY-C
1050.0,204.5,48.5,Master of Fine Arts Building,1900-01-05,1.0,1.9,1026319.0,CUNY-S
2503.0,107.3,94.9,"Q873 within (Q073, Q873)",1900-01-30,4.0,4.8,4058611.0,DOE
2060.0,371.2,378.9,Lower Washington Heights NFCC Clinic,1899-12-31,1.0,14.2,1061339.0,HHC
1402.0,204.5,296.3,West Building,1900-01-12,1.0,10.3,1042468.0,CUNY-S
52.0,218.1,201.9,M833,1899-12-31,1.0,7.8,1001037.0,DOE
2274.0,208.5,198.8,Queens Borough Hall,1900-01-01,4.0,6.3,4052812.0,DCAS
724.0,285.8,329,Applicant Processing Division,1899-12-31,3.0,11.5,3010833.0,NYPD
1188.0,112,112,K600,1899-12-31,3.0,5.9,3029702.0,DOE
3520.0,119,102.7,"K327 within (K327, K396)",1900-01-07,3.0,5.2,3081032.0,DOE
8012.0,64.3,45,"Fleet Services, BK Street Maintenance",1901-02-03,3.0,1.7,3325350.0,DOT
7393.0,102.8,103.7,"K194 within (K194, K959)",1899-12-31,3.0,4.2,3201629.0,DOE
3120.0,654.4,713.9,Bronx Zoo Campus: Jungle World,1900-01-19,2.0,36,2123911.0,CIG
1384.0,282.6,270.9,"Engine Co. 234 and Ladder Co. 123, Batt. 38",1900-01-07,3.0,9.5,3037055.0,FDNY
1819.0,230.6,288.6,Five-Boro Technical Services Building,1900-07-21,1.0,14.8,1089646.0,DPR
3718.0,97.1,78.8,X823,1899-12-31,2.0,2.8,2087014.0,DOE
8160.0,116.9,110,K114,1900-01-21,3.0,4,3229159.0,DOE
2095.0,316.4,368.9,BAM Harvey Theater (Majestic Theater),1900-02-13,3.0,11.3,3345162.0,CIG
2108.0,173.1,185,United Federation of Black Community Organization (Leased),1900-01-22,1.0,5,1062503.0,ACS
1739.0,87.1,100.4,K297,1900-01-10,3.0,4.2,3048508.0,DOE
2837.0,203.3,210.9,Mid Bronx Early Childhood Center Inc. (Leased),1900-01-10,2.0,6.7,2008017.0,ACS
1837.0,198.5,67.3,Elmhurst (ALC) Community Library,1899-12-31,4.0,1.8,4045226.0,QPL
6891.0,75.4,82,K281,1899-12-31,3.0,4.2,3186626.0,DOE
2268.0,125.8,129.8,K837,1899-12-31,3.0,4.6,3335470.0,DOE
1923.0,107.6,109.4,K270,1899-12-31,3.0,6.3,3331567.0,DOE
2112.0,148.2,155.8,M008,1899-12-31,1.0,5,1081842.0,DOE
5551.0,101.9,97,K227,1900-01-17,3.0,4,3133741.0,DOE
4155.0,172.7,126.1,K615,1900-03-15,3.0,6.1,3327249.0,DOE
4413.0,113.4,125.7,Q214,1900-01-19,4.0,7.1,4100846.0,DOE
2142.0,127.3,123,M173,1900-06-02,1.0,5.4,1063503.0,DOE
2173.0,134.8,168.8,"M152 within (M152, M847)",1899-12-31,1.0,8.9,1064149.0,DOE
7425.0,88.7,100.9,"K495 within (K495, K496)",1900-01-01,3.0,5,3203631.0,DOE
922.0,109.3,125.3,M475,1900-01-07,1.0,5.5,1020419.0,DOE
2587.0,68.5,63.6,Willow Avenue Shelter Campus: Willow Avenue Men's Shelter,1899-12-31,2.0,1.7,2003989.0,DHS
701.0,137.6,128.2,K024,1899-12-31,3.0,4.6,3346119.0,DOE
94.0,319.6,260.6,100 Gold Street Office Building,1900-01-24,1.0,7.8,1001289.0,DCAS
7424.0,83.4,84.8,K014,1899-12-31,3.0,4.7,3203617.0,DOE
2962.0,604.5,339.6,Brooklyn North 1 District & 4 District Garage,1899-12-31,3.0,13.5,3070545.0,DSNY
2688.0,74.3,80.4,K110,1900-02-10,3.0,3.3,3067144.0,DOE
7261.0,103.7,103.8,K620,1900-02-15,3.0,5,3196378.0,DOE
1957.0,251.1,202.7,Aaron Davis Hall,1899-12-31,1.0,5.5,1084075.0,CUNY-S
3775.0,150.8,149.1,"X077 within (X077, X976, X982)",1900-01-24,2.0,6.8,2088553.0,DOE
309.0,118.7,124,M042,1899-12-31,1.0,4.7,1003998.0,DOE
8698.0,832.8,580.2,New York Aquarium Campus: Osborn Laboratories of Marine Sciences (OLMS),1899-12-31,3.0,17.5,3115623.0,CIG
1789.0,117.6,118.1,125th Street Branch Library,1900-02-05,1.0,3.6,1054674.0,NYPL
3303.0,72.5,98.9,R011,1900-01-17,5.0,4.3,5048647.0,DOE
1087.0,176.6,262.8,New Building,1900-01-24,1.0,8.6,1027984.0,CUNY-S
3085.0,159.2,128.5,"X032 within (X032, X832)",1899-12-31,2.0,4.9,2012409.0,DOE
215.0,144,175.1,5 Dubois Ave,1900-04-09,5.0,7.4,5104536.0,DOT
4134.0,105.7,111.1,K171,1900-01-19,3.0,5.1,3092456.0,DOE
10737.0,272.8,237.7,Precinct,1899-12-31,4.0,9.4,4230132.0,NYPD
4333.0,1283,1393.4,Bronx CO,1899-12-31,2.0,36.8,2101003.0,FDNY
174.0,198.8,158.6,Childrens Aide Society Inc.,1900-01-05,5.0,4.8,5004830.0,ACS
7117.0,93.5,108,Q026,1901-02-24,4.0,6.1,4153296.0,DOE
5416.0,102,291,Kensington Branch Library,1900-01-13,3.0,9.4,3127572.0,BPL
1980.0,160.8,188.9,George Bruce Branch Library,1900-01-21,1.0,6.6,1059688.0,NYPL
3570.0,175.3,354.4,Betsy Head Pool House,1899-12-31,3.0,21.1,3081931.0,DPR
3328.0,8.8,8.7,Parking Garage,1900-01-09,2.0,0.2,2017791.0,DOT
449.0,59.8,61.1,K058,1900-01-14,3.0,3.4,3007547.0,DOE
3362.0,307.5,364.9,New Life Child Care Center (Leased),1900-02-23,3.0,13,3076869.0,ACS
5854.0,203.5,178,Bayridge Job Center #70 Offices (Leased),1900-02-04,3.0,5.9,3144669.0,HRA
2862.0,167.4,150.9,X306,1900-01-13,2.0,6.1,2098721.0,DOE
4205.0,247,192,Precinct,1899-12-31,2.0,5.6,2097543.0,NYPD
2155.0,87.7,100.5,M143,1900-02-03,1.0,4.8,1063703.0,DOE
1134.0,11.1,10.1,Lincoln Center Campus: Metropolitan Opera House,1899-12-31,1.0,0.3,1081022.0,CIG
3120.0,654.4,713.9,Bronx Zoo Campus: Seabird Aviary (Aitken),1900-01-19,2.0,36,2123911.0,CIG
2465.0,415.4,338.6,Precinct,1900-04-09,3.0,11,3063633.0,NYPD
4457.0,184.3,191.6,Friends of Crown Heights Educational Center Inc. (Leased),1899-12-31,3.0,7.1,3098472.0,ACS
3217.0,62.2,47.3,University Heights Day Care Center (Leased),1900-02-28,2.0,1.2,2014731.0,ACS
4015.0,458.4,402.4,Transit District 12,1899-12-31,2.0,11.4,2097533.0,NYPD
2411.0,200.1,206.5,Philip Michaels Day Care Center (Leased),1900-02-09,2.0,5.5,2001876.0,ACS
3058.0,183.4,166.5,X254,1899-12-30,2.0,5.1,2103863.0,DOE
2467.0,32.6,64.2,Construction Shops,1899-12-31,3.0,2,3063635.0,DCAS
7664.0,33.3,30.9,R825,1899-12-31,5.0,2.3,5123970.0,DOE
1940.0,187.1,264.8,Precinct,1900-02-16,1.0,11,1075467.0,NYPD
2107.0,124.2,116.8,M028,1900-01-25,1.0,5.2,1076739.0,DOE
2160.0,161.7,146.5,"M465 within (M465, M466, M965)",1900-01-17,1.0,8,1076751.0,DOE
3120.0,654.4,713.9,Bronx Zoo Campus: Dancing Crane,1900-01-19,2.0,36,2123911.0,CIG
2605.0,344.9,390.3,Rikers Island New Central Warehouse,1900-02-08,2.0,15.4,0.0,DOC
901.0,200.8,231,Precinct,1900-01-05,1.0,8.6,1019613.0,NYPD
670.0,87,226.2,Manhattan Borough Repair Shop,1900-02-18,1.0,7.4,1012267.0,DSNY
5075.0,143.3,136.4,K249,1899-12-31,3.0,7.1,3116438.0,DOE
5334.0,140.3,135.9,K908,1900-03-04,3.0,4.4,3343470.0,DOE
3222.0,95.3,122.5,Loew Hall,1899-12-31,2.0,3.3,2014898.0,CUNY-C
2018.0,284.1,373.8,Olmsted Center,1901-05-14,4.0,11.6,4865518.0,DPR
1246.0,88.5,82.8,Friends of Crown Heights Educational Center Inc. (Leased),1899-12-31,3.0,2.2,3031845.0,ACS
1554.0,184.7,267.1,M114,1900-01-22,1.0,8.2,1087665.0,DOE
273.0,103.2,88.5,M002,1899-12-31,1.0,3.4,1003248.0,DOE
3210.0,96.1,87.4,K123,1899-12-31,3.0,3.9,3072966.0,DOE
2631.0,90.6,84.1,Q009,1900-04-15,4.0,3.2,4059130.0,DOE
3178.0,125.8,176.1,X279,1900-01-13,2.0,6,2103867.0,DOE
4753.0,90.6,129.6,K233,1899-12-31,3.0,5.2,3104990.0,DOE
3247.0,106.5,160.5,Student Life Building,1899-12-31,2.0,5.6,2097316.0,CUNY-S
683.0,227,207.7,"R883 within (R880, R080, R881, R883, R884, R885, R886, R887)",1899-12-31,5.0,7.6,5113169.0,DOE
2029.0,140.8,124.4,M194,1900-01-10,1.0,4.9,1060432.0,DOE
3748.0,103.3,126.8,Bronxdale Tenants League DDC Inc. (Leased),1900-01-14,2.0,3.5,2024083.0,ACS
7333.0,303.3,228.3,Precinct,1900-08-08,4.0,8.3,4157390.0,NYPD
1157.0,194.3,167.8,M490,1900-01-24,1.0,5.8,1030343.0,DOE
841.0,9.6,273.8,Guttman Community College (Leased),1900-03-15,1.0,8.9,1080744.0,CUNY-C
2949.0,115.3,114.9,X044,1900-03-04,2.0,5,2009957.0,DOE
2788.0,43.9,33.9,Claremont Park Pool,1899-12-31,2.0,0.9,2000000.0,DPR
2028.0,81.4,88.3,K265,1899-12-31,3.0,4.8,3057942.0,DOE
1970.0,136.6,158.7,M223,1900-01-15,1.0,8,1084067.0,DOE
9993.0,130.7,116.7,Queens Business Center (Leased),1900-01-02,4.0,3.6,4439745.0,DOF
111.0,110.8,84.7,M126,1900-06-08,1.0,3.2,1083357.0,DOE
5716.0,271.9,198.6,X037,1901-12-25,2.0,6.3,2097990.0,DOE
15926.0,300.1,260.6,"Engine Co. 265 and Ladder 121, Batt. 47, EMS 47",1900-02-12,4.0,9.5,4302052.0,FDNY
9653.0,56.1,52.5,Queens Detention Complex (BIN 4458617),1899-12-31,4.0,2.4,4458617.0,DOC
6792.0,79.6,82.4,Q201,1900-04-09,4.0,4.3,4146992.0,DOE
111.0,172.1,151.6,Life Family Shelter,1900-05-29,1.0,6.1,1083359.0,DHS
4802.0,77.8,95.8,Q185,1899-12-31,4.0,4.8,4108664.0,DOE
6667.0,229.3,147.4,"K097 within (K097, K937)",1900-01-23,3.0,7,3177680.0,DOE
583.0,25.8,6,Board of Elections (Leased),1899-12-31,3.0,0.2,3008671.0,BOENY
741.0,68.6,100.3,M070,1900-01-09,1.0,5,1079152.0,DOE
4350.0,651.2,718.6,Queens 7/11 District Garage Annex,1899-12-31,4.0,30.9,4850718.0,DSNY
301.0,117.5,129.1,M131,1900-01-02,1.0,5.4,1082489.0,DOE
6517.0,229,222.7,I Bldg,1899-12-31,4.0,7.5,4467562.0,CUNY-S
391.0,118.5,126.8,Sunset Bay Community Services Inc. (Leased),1900-02-24,3.0,3.4,3006144.0,ACS
1580.0,96.4,84,R060,1900-02-12,5.0,3.1,5031151.0,DOE
3886.0,114.5,138.8,DOT Maintenance Shop,1901-07-11,4.0,4.2,4095043.0,DOT
1609.0,110.8,110.8,M171,1900-01-06,1.0,4.6,1051497.0,DOE
669.0,134,135.6,K172,1899-12-31,3.0,5.3,3009847.0,DOE
2882.0,180.3,171.9,X229,1900-05-09,2.0,6.3,2009253.0,DOE
169.0,157.4,133.3,Manhattan Civil Court,1900-01-09,1.0,4.5,1001833.0,DCAS
11607.0,123.1,102.1,"Q121 within (Q121, Q915)",1899-12-31,4.0,4,4249769.0,DOE
1403.0,204.5,296.3,North Building,1899-12-31,1.0,10.3,1081419.0,CUNY-S
855.0,106.9,119.3,M874,1900-01-15,1.0,3.2,1016745.0,DOE
472.0,192.9,167.5,CPC Open Door Senior Center,1920-07-14,1.0,5.1,1075959.0,DFTA
5257.0,111.7,156.2,K154,1899-12-31,3.0,6.2,3121871.0,DOE
2143.0,132.1,99.3,Q220,1899-12-31,4.0,4.8,4051290.0,DOE
3558.0,292.9,246.5,Soundview Branch Library,1900-01-13,2.0,7.9,2021838.0,NYPL
1183.0,227.8,362.3,Brooklyn Botanical Garden Campus: Brooklyn Botanical Garden Administrative Building,1899-12-31,3.0,13.4,3337842.0,CIG
0.0,Not Available,0.9,K535,1899-12-30,3.0,0,3000000.0,DOE
3428.0,354,351,Q245,1900-01-14,4.0,10.1,4081817.0,DOE
7625.0,113.4,98,"K193 within (K193, K952)",1899-12-31,3.0,3.8,3208461.0,DOE
10024.0,154.4,154.8,"Q850 within (Q050, Q850)",1900-01-11,4.0,6,4214461.0,DOE
158.0,70.6,103.8,Q797,1900-01-24,4.0,5.9,4436667.0,DOE
1601.0,142.8,147.2,"M207 within (M149, M207)",1899-12-31,1.0,6.5,1051434.0,DOE
2223.0,256.8,160.8,Forest Hills Community Library,1900-02-22,4.0,5,4052345.0,QPL
1330.0,84.1,Not Available,M630 (closed),1900-01-12,1.0,0,1038593.0,DOE
2443.0,10.7,Not Available,X031 (closed),1900-07-08,2.0,0,2001036.0,DOE
8129.0,177,138.9,K066,1900-02-28,3.0,4.9,3325418.0,DOE
4243.0,113.1,112,"K949 within (K214, K949)",1899-12-31,3.0,4.5,3095254.0,DOE
1862.0,99.2,96.5,M054,1900-01-10,1.0,4.9,1055990.0,DOE
8698.0,832.8,580.2,New York Aquarium Campus: Conservation Hall,1899-12-31,3.0,17.5,3115623.0,CIG
2350.0,174.9,233.6,Savoy Bldg - D,1900-02-07,2.0,6.8,2001091.0,CUNY-C
5047.0,126.1,140.2,Q020,1899-12-31,4.0,5.4,4114657.0,DOE
3015.0,64.1,147.2,"Section Station 92, Bronx Enforcement",1900-02-26,2.0,8.2,2010955.0,DSNY
8767.0,118.8,96.7,K043,1900-01-25,3.0,4.4,3246958.0,DOE
3687.0,Not Available,61.4,Facilities Management Division,1899-12-31,3.0,1.6,3083515.0,NYPD
184.0,298.4,256.2,Strong Place for Hope DCC (Leased),1900-01-24,3.0,7.5,3000937.0,ACS
1423.0,130,120.8,Q228,1900-02-25,4.0,4,4034892.0,DOE
4832.0,161,221.1,Wakefield Branch Library,1900-01-19,2.0,9.3,2063175.0,NYPL
635.0,24.3,29.2,Brooklyn Sign Shop Sunset Industrial Park (Leased),1900-04-09,3.0,1.3,3009123.0,DOT
2125.0,129.4,137.7,M128,1899-12-31,1.0,7.7,1062994.0,DOE
3353.0,Not Available,Not Available,X177,1900-02-08,2.0,5.3,2098420.0,DOE
3222.0,95.3,122.8,Butler Hall,1900-03-02,2.0,3.3,2100242.0,CUNY-C
172.0,97.2,123.7,K369,1900-02-23,3.0,6.1,3000567.0,DOE
2047.0,323.6,297.8,Fire Headquarters (Leased),1900-01-10,3.0,7.9,3058187.0,FDNY
2177.0,89.1,88.9,K016,1899-12-31,3.0,3.7,3059906.0,DOE
83.0,37.5,34.1,Court Square Garage,1900-01-17,4.0,0.9,4000699.0,DOT
12393.0,Not Available,171.6,Q633,1899-12-31,4.0,5.7,4268543.0,DOE
2018.0,423.3,439.1,Flushing Meadows Corona Park Campus: FMCP Aquatic Center,1899-12-31,4.0,14.9,4462167.0,DPR
4444.0,97.9,98.8,"X919 within (X089, X919)",1900-01-15,2.0,4.1,2051571.0,DOE
3805.0,162.3,171.8,Police Athletic League Inc. (Leased),1900-01-25,3.0,4.6,3084628.0,ACS
4803.0,105,122.3,Q021,1899-12-31,4.0,5,4108665.0,DOE
9321.0,151.5,139,"Q475 within (Q475, Q944)",1899-12-31,4.0,7.2,4195688.0,DOE
3247.0,60.7,107.8,"X086 within (X086, X868)",1900-03-10,2.0,4.6,2100971.0,DOE
3698.0,261.8,261.7,Brooklyn North Narcotics,1900-01-31,3.0,8.8,3083636.0,NYPD
1656.0,131.1,130.2,M117,1900-04-09,1.0,6.9,1052433.0,DOE
1235.0,107.6,94.3,United Interfaith Action Council of Brooklyn Inc. (Leased),1900-02-26,3.0,3.5,3031302.0,ACS
3921.0,152.3,156,X102,1900-01-29,2.0,5.7,2028640.0,DOE
6517.0,229,223.5,Goldstein Theatre,1899-12-31,4.0,7.5,4439918.0,CUNY-S
3591.0,86.1,99.5,X107,1900-02-18,2.0,4.1,2021972.0,DOE
5049.0,212.2,109.5,Episcopal Social Services of NY (Leased),1899-12-31,3.0,2.9,3115846.0,ACS
3143.0,143.1,140.1,X137,1900-02-11,2.0,5,2013307.0,DOE
1960.0,96.8,100.6,M136,1899-12-31,1.0,4.3,1059460.0,DOE
1897.0,79.5,82,K157,1900-01-12,3.0,4.1,3054671.0,DOE
5597.0,230.1,214.1,Engine Co. 282 and Ladder Co. 148,1900-02-12,3.0,7.4,3135859.0,FDNY
1957.0,251.1,299.6,Compton - Goethals Hall,1900-07-18,1.0,9.6,1084083.0,CUNY-S
3125.0,108.1,118.7,Cardinal Day Care Center #2 (Leased),1899-12-31,2.0,3.1,2013174.0,ACS
5756.0,102.3,100.4,Q184,1899-12-31,4.0,5.5,4129072.0,DOE
3622.0,149.5,126.3,X972,1900-01-15,2.0,3.7,2022544.0,DOE
402.0,148.2,98.8,K293,1899-12-31,3.0,4.6,3006401.0,DOE
9763.0,Not Available,180.7,Q277,1900-01-22,4.0,6,4865310.0,DOE
5106.0,99.8,111.1,R053,1899-12-31,5.0,6.1,5065016.0,DOE
2014.0,202.7,210.8,Young Minds Day Care Center (Leased),1900-01-25,3.0,5.7,3057638.0,ACS
1568.0,114.9,98.4,M066,1900-01-07,1.0,3.6,1050618.0,DOE
2761.0,180.1,221,Seneca Houses Residence,1900-02-11,2.0,9.2,2006338.0,DHS
8760.0,293.6,302.4,Marine and Academic Center,1900-02-28,3.0,10.2,3326935.0,CUNY-C
4470.0,223.6,234.3,Richmondtown Branch Library,1899-12-31,5.0,7.4,5060744.0,NYPL
2016.0,86.2,96.8,"M200 within (M010, M200)",1900-04-09,1.0,4.9,1060198.0,DOE
1423.0,151.2,150.3,"K221 within (K221, K892)",1900-01-13,3.0,8.8,3038372.0,DOE
9.0,547.4,416.6,Precinct,1900-01-27,5.0,15.3,5106476.0,NYPD
12335.0,193.4,207.9,Q690,1900-02-17,4.0,6.8,4464077.0,DOE
6013.0,150.3,148.2,"K934 within (K490, K934)",1899-12-31,3.0,5.4,3152318.0,DOE
864.0,238.1,231.7,Graduate Center,1903-01-05,1.0,7.1,1017097.0,CUNY-S
5137.0,319.4,388,Q244,1900-02-11,4.0,11.7,4541682.0,DOE
2605.0,344.9,391.8,Rikers Island EMTC Campus: Rikers Island EMTC Campus: EMTC Detention Facility,1900-02-08,2.0,15.5,2116651.0,DOC
2346.0,174.9,273.3,Allied Health and Sciences Bldg - A,1900-01-17,2.0,9.1,2001038.0,CUNY-C
5729.0,Not Available,253.4,K310,1900-01-23,3.0,8.6,3141434.0,DOE
592.0,145.2,122.8,Q234,1900-01-14,4.0,3.9,4007619.0,DOE
3314.0,111.5,106.7,"K075 within (K075, K875)",1899-12-31,3.0,4,3075879.0,DOE
3171.0,128.9,127.4,R048,1899-12-31,5.0,7.3,5046419.0,DOE
1506.0,204.5,122.8,Hunter College High School,1900-01-20,1.0,3.3,1047404.0,CUNY-S
446.0,121.4,129.2,M751,1900-01-19,1.0,5.2,1006208.0,DOE
2664.0,88.2,98.6,X025,1899-12-31,2.0,4.1,2004772.0,DOE
1500.0,317.4,343.2,Elmhurst Hospital Center Campus: Center,1900-01-01,4.0,13.3,4437132.0,HHC
8752.0,162.1,100.2,K195,1900-02-03,3.0,4.4,3246519.0,DOE
869.0,103,107.4,K010,1899-12-31,3.0,4.6,3016509.0,DOE
7629.0,89.5,113.3,K240,1900-01-29,3.0,5.9,3208638.0,DOE
