Thoroughfare,project_id,location_segment_id,ProjClass,StatFlag,oft_code,location_community_board
Utopia Parkway,Q2016-08-10,58597.0,Intersection,,450290465690000000,408.0
138 Street,Q2017-08-64,34823.0,Intersection,,417090422590000000,
Mc Laughlin Avenue,Q2013-08-39,59042.0,Intersection,,444060455360000000,408.0
Body Of Water,Q2009-14-02,67696.0,Intersection,,435780462250000000,410.0
Riverside Drive,M2018-09-04,24347.0,Intersection,,113113129690000000,107.0
East 174 Street,X2014-09-19,44194.0,Intersection,,222240226880000000,204.0
Woodward Avenue,Q202205024,29905.0,Intersection,,454490468390000000,405.0
50 Avenue,Q2019-02-22,41084.0,Intersection,,410640410790000000,402.0
Jerome Street,K2016-05-20,29523.0,Intersection,,313430353230000000,305.0
Lakewood Avenue,Q2017-12-67,35163.0,Intersection,,422840452590000000,412.0
203 Street,Q2004-11-27,59482.0,Intersection,,409690425990000000,411.0
Linden Boulevard,B202205028,79654.0,Intersection,,327130356230000000,305.0
117 Street,Q2016-10-26,33868.0,Intersection,,420790421040000000,410.0
East Fordham Road,X2016-05-23,66973.0,Intersection,,227300229220000000,205.0
West 175 Street,X2016-05-35,78972.0,Intersection,,270620274450000000,205.0
Farmers Boulevard,Q2002-12-5,38757.0,Intersection,,422090444690000000,412.0
Garfield Place,B202406009,15013.0,Intersection,,305430343130000000,306.0
Atlantic Avenue,Q2008-09-05,34891.0,Intersection,,466290428890 00000,
Richardson Street,K2016-01-60,22179.0,Intersection,,366730373290000000,
41 Street,K2013-07-01,79984.0,Intersection,,305430308630000000,307.0
Woodside Avenue,Q2010-02-14,86206.0,Intersection,,437395468290000000,402.0
Tiffany Street,X2010-02-09,47407.0,Intersection,,229100268720000000,202.0
East 47 Street,M2010-06-06,92116.0,Intersection,,113113117930000000,106.0
Saratoga Avenue,K2007-16-09,27152.0,Intersection,,347030375130000000,303.0
East 19 Street,K2006-14-8,18214.0,Intersection,,329630335680000000,314.0
East 127 Street,M2009-11-04,42441.0,Intersection,,110410119490000000,110.0
Woodhaven Boulevard,Q2021-06-01,49838.0,Intersection,,413440468090000000,405.0
Review Avenue,Q2012-02-10,69532.0,Intersection,,447990460410000000,402.0
Pedestrian Overpass,Q2013-05-65,58909.0,Intersection,,450290458713000000,404.0
99 Street,Q2011-03-17,50722.0,Intersection,,407440419190000000,403.0
Jamaica Avenue,Q2019-09-27,32202.0,Intersection,,416290451090000000,409.0
47 Avenue,Q2018-02-27,22942.0,Intersection,,405190410440000000,402.0
Cypress Avenue,K2007-04-04,72799.0,Intersection,,331230441290 00000,
Liberty Street,M2019-01-22,15317.0,Intersection,,121350124990000000,101.0
Mott Avenue,Q2019-14-03,38031.0,Intersection,,435290456090000000,414.0
Midwood Street,K2019-09-13,26691.0,Intersection,,312130360830000000,309.0
95 Avenue,Q2007-09-03,31615.0,Intersection,,417740418790000000,409.0
Metropolitan Oval,X2016-09-44,84770.0,Intersection,,212550250770000000,209.0
Tompkins Avenue,S2003-01-89,10867.0,Intersection,,534100551500000000,501.0
Morris Park Avenue,X2009-10-03,57371.0,Intersection,,230120252220000000,
Corbett Road,Q2009-11-01,59937.0,Intersection,,426740439750000000,411.0
41 Avenue,Q2009-01-14,69529.0,Intersection,,407740409540000000,401.0
Mulberry Street,M2020-02-07,20602.0,Intersection,Ready for Milling,124010126990000000,102.0
Dead End,K2010-12-08,13767.0,Intersection,,309130332600 00000,
Brightwater Court,K2011-13-06,16241.0,Intersection,,321730323030000000,313.0
East 80 Street,M2004-08-1,23579.0,Intersection,,110110118590000000,108.0
I 678,Q2009-07-15,35901.0,Intersection,,435780466290000000,410.0
Pouch Terrace,S2014-02-37,9952.0,Intersection,,518510543765000000,502.0
Seaview Avenue,B202418007,85403.0,Intersection,,338200375970000000,318.0
Mill Avenue,K2008-18-11,25952.0,Intersection,,337442361000000000,318.0
West 73 Street,M2005-07-13,21668.0,Intersection,,129690135230000000,107.0
15 Road,Q2011-07-10,82890.0,Intersection,,406140406150000000,407.0
173 Street,Q2014-12-55,37402.0,Intersection,,419890424790000000,412.0
Jerome Avenue,X2011-04-05,43637.0,Intersection,,212550242820000000,204.0
Targee Street,S2015-02-45,8363.0,Intersection,,550555550750000000,
Union Turnpike,Q2008-08-12,80948.0,Intersection,,424940465590000000,408.0
105 Street,Q2002-09-20,32701.0,Intersection,,418940419840000000,409.0
37 Street,Q2021-01-04,47018.0,Intersection,,406440408940000000,401.0
Bruckner Boulevard,X2014-10-30,53149.0,Intersection,,212550215920000000,202.0
C P West 96 Approach,M2017-07-04,23501.0,Intersection,,135690197170000000,
Greaves Avenue,S202403066,4744.0,Intersection,Ready for Milling,525925530768000000,503.0
Dead End,K2004-06-3,9038421.0,Intersection,,305130332600000000,306.0
Sand Lane,S2002-02-27,65666.0,Intersection,,518510546100000000,502.0
Metropolitan Avenue,B202401001,19728.0,Intersection,,348030360530000000,301.0
252 Street,Q202313005,62964.0,Intersection,Ready for Milling,414890427240000000,413.0
Woodhaven Boulevard,Q2005-09-11,69398.0,Intersection,,435780468090000000,482.0
Bay Ridge Avenue,K2007-11-05,13676.0,Intersection,,317330317380000000,311.0
West 51 Street,M2012-05-02,21475.0,Intersection,,113610134790000000,105.0
Hollis Court Boulevard,Q202213093,86839.0,Intersection,,418140450010000000,413.0
Richmond Terrace,S2008-01-44,9041128.0,Intersection,,518510545050000000,501.0
Livingston Street,K2019-02-13,15838.0,Intersection,,320110356530000000,302.0
45 Street,K2013-07-02,13931.0,Intersection,,305580308830000000,307.0
Utopia Parkway,Q2017-07-20,81480.0,Intersection,,406180465690000000,407.0
East 63 Street,K2010-18-07,25962.0,Intersection,,318950337460000000,318.0
Batchelder Street,K2020-15-12,24908.0,Intersection,,314880315680000000,315.0
Reeds Mill Lane,X2007-12-03,58224.0,Intersection,,253870260590000000,212.0
Southern Boulevard,X2014-02-02,48074.0,Intersection,,226670265320000000,202.0
East 174 Street,X2012-09-11,85038.0,Intersection,,222240226880000000,204.0
Park Avenue,M2018-08-05,77861.0,Intersection,,118330127790000000,108.0
Junction Boulevard,Q2013-03-07,46921.0,Intersection,,408590451790000000,403.0
216 Street,Q2005-11-23,59935.0,Intersection,,408590426690000000,411.0
Belt Parkway,K2005-13-7,9029830.0,Intersection,,370165377030000000,310.0
Sedgwick Avenue,X2019-08-12,67422.0,Intersection,,212550263820000000,205.0
Body Of Water,S2016-03-07,3996.0,Intersection,,518510547823000000,502.0
207 Street,Q2002-13-22,39981.0,Intersection,,420890426170000000,413.0
Bend,M2004-12-1,99897.0,Intersection,,129690113113 00000,
East 46 Street,M2009-06-08,22669.0,Intersection,,110110117910000000,106.0
215 Street,Q2010-11-10,85967.0,Intersection,,412040426640000000,411.0
Ditmars Boulevard,Q2006-03-4,47166.0,Intersection,,406790442490000000,
Dead End,K2007-18-19,25898.0,Intersection,,314680332600000000,318.0
Mulberry Street,M2003-02-6,77924.0,Intersection,,119890126990000000,102.0
Bend,Q2016-07-25,55701.0,Intersection,,435590435780000000,407.0
7 Avenue,K2003-07-4,69893.0,Intersection,,306930305780 00000,
53 Street,K2005-07-9,13804.0,Intersection,,305430309230000000,307.0
Sheridan Avenue,X2008-04-13,43951.0,Intersection,,226580264620000000,204.0
Gerard Avenue,X2016-01-35,43856.0,Intersection,,226490235020000000,204.0
Pedestrian Overpass,Q2013-08-51,45128.0,Intersection,,450290458713000000,404.0
Rockaway Beach Boulevard,Q2018-14-11,9037462.0,Intersection,,435780460790000000,484.0
Astoria Boulevard,Q2015-03-26,46601.0,Intersection,,416590428790000000,403.0
West 29 Street,M2004-04-7,21142.0,Intersection,,111110134350000000,104.0
Edgemere Avenue,Q2019-14-05,35590.0,Intersection,,431305443090000000,
Meagher Avenue,X202410040,57091.0,Intersection,,212550250240000000,210.0
156 Street,Q2013-12-32,37010.0,Intersection,,420140423740000000,412.0
Body Of Water,S2016-03-07,6929.0,Intersection,,518510547823000000,502.0
Gowanus Expressway,K2003-07-3,12213.0,Intersection,,305280344690 00000,
East 173 Street,X2010-03-08,48186.0,Intersection,,216120226850000000,203.0
214 Place,Q2005-11-1,59898.0,Intersection,,409840426540000000,411.0
Willoughby Avenue,K2007-02-02,19352.0,Intersection,,346630393230000000,302.0
132 Street,Q2021-10-14,34113.0,Intersection,,420440422040000000,410.0
172 Street,Q2011-12-45,36761.0,Intersection,,421620424740000000,412.0
Sheffield Avenue,K2011-05-16,79704.0,Intersection,,313430376430000000,305.0
108 Street,Q2007-09-12,32787.0,Intersection,,418790420190000000,409.0
Belt Parkway,K2005-15-18,16584.0,Intersection,,367730377030000000,313.0
Metro North Railroad,X2013-04-25,42741.0,Intersection,,249460250730000000,201.0
Queens Boulevard,Q2017-02-06,82472.0,Intersection,,410840459990000000,402.0
St Nicholas Avenue,M2013-09-01,24162.0,Intersection,,113113131190000000,109.0
Franklin Street,K2018-01-11,22129.0,Intersection,,324330342030000000,301.0
Reeder Street,Q2007-02-01,82139.0,Intersection,,459990460090000000,404.0
New York Avenue,B202408003,19007.0,Intersection,,356030364830000000,308.0
Francis Lewis Boulevard,Q2016-07-87,81959.0,Intersection,,407240445890000000,407.0
Sherman Street,K2020-07-03,17913.0,Intersection,,350850376830000000,307.0
Park Avenue,K2015-02-13,71738.0,Intersection,,363985369230000000,302.0
West 83 Street,M2012-07-02,23400.0,Intersection,,114510135430000000,107.0
Body Of Water,Q2009-14-02,105230.0,Intersection,,435780462250000000,410.0
Red Cross Place,K2006-02-8,15859.0,Intersection,,324245373135000000,302.0
Bruckner Boulevard,X2012-02-21,9031734.0,Intersection,,212550215920000000,202.0
West 87 Street,M2020-07-11,23348.0,Intersection,,111710135510000000,107.0
Brighton Avenue,S2004-01-12,9577.0,Intersection,,518510519850000000,501.0
22 Street,K2017-07-10,14193.0,Intersection,,305780307380000000,307.0
Springfield Boulevard,Q2007-13-18,40169.0,Intersection,,420520463290000000,413.0
Broadway,Q2018-02-15,46285.0,Intersection,,412940437290000000,402.0
45 Street,K2013-07-02,13869.0,Intersection,,305430308830000000,307.0
Dawson Street,X2014-01-02,47268.0,Intersection,,212550223620000000,202.0
Parrott Place,K2008-10-14,11813.0,Intersection,,305780369930000000,310.0
Gowanus Expressway,K2016-06-05,98818.0,Intersection,,306630344690000000,307.0
North Conduit Avenue,Q2008-10-02,34072.0,Intersection,,423170457550000000,410.0
Body Of Water,S2018-03-46,9028906.0,Intersection,,518510547823000000,502.0
Nassau Street,M2019-01-22,15260.0,Intersection,,124990127100000000,101.0
Boston Road,X2006-03-9,84611.0,Intersection,,212550213820000000,203.0
Crotona Park South,X2019-03-01,47946.0,Intersection,,222320222620000000,203.0
Merrick Boulevard,Q2014-12-02,37296.0,Intersection,,424520455590000000,412.0
Brooklyn Queens Expressway,Q2010-02-04,46463.0,Intersection,,408790437395000000,402.0
Richmond Road,S2018-02-16,5321.0,Intersection,,518510544900000000,503.0
De Kalb Avenue,K2002-02-9,15952.0,Intersection,,312230331530000000,
Body Of Water,Q2009-14-02,47092.0,Intersection,,435780462250000000,410.0
Thomas S Boyland Street,K2017-16-04,27175.0,Intersection,,338330350830000000,316.0
West End Avenue,M2020-07-07,21755.0,Intersection,Ready for Milling,135430144990000000,107.0
Dewey Avenue,X2016-10-49,56939.0,Intersection,,222240224570000000,210.0
West Houston Street,M2019-02-02,20398.0,Intersection,,110510145090000000,102.0
Bend,M2016-07-03,9040489.0,Intersection,,129690113113 00000,
Furman Street,K2016-02-21,15680.0,Intersection,,342730342850000000,302.0
Shakespeare Avenue,X202304005,43896.0,Intersection,,212550264520000000,204.0
33 Street,Q2005-01-15,42360.0,Intersection,,406990408390000000,401.0
Fingerboard Road,S2011-02-27,10028.0,Intersection,,518510528400000000,502.0
202 Street,Q2011-12-22,39768.0,Intersection,,425940425960000000,412.0
Westchester Square,X2012-10-50,53112.0,Intersection,,245250276960000000,210.0
Broadway,M2012-01-03,20724.0,Intersection,,113113113610000000,101.0
Lafayette Avenue,K2016-02-19,18754.0,Intersection,,327430354130000000,302.0
86 Street,K2015-11-04,13232.0,Intersection,,306580310880000000,311.0
Belt Parkway,K2017-15-38,16684.0,Intersection,Paving Completed,335080377030000000,313.0
64 Street,K2008-10-09,13785.0,Intersection,,305780309780000000,310.0
Merrick Boulevard,Q2009-12-04,37195.0,Intersection,,453790455590000000,412.0
West 22 Street,M2004-04-5,21080.0,Intersection,,111115134210000000,
West 130 Street,M2018-10-03,78718.0,Intersection,,124690136370000000,110.0
Hylan Boulevard,S2009-03-41,9944.0,Intersection,,518510534100000000,503.0
Bend,M2018-07-23,24338.0,Intersection,,129690113113 00000,
Body Of Water,X2012-10-11,60735.0,Intersection,,212550264745000000,210.0
Riverdale Avenue,K2018-05-16,29339.0,Intersection,,370330373380000000,305.0
West 33 Street,M2003-05-2,21339.0,Intersection,,110610134430000000,105.0
West Fordham Road,X2014-07-26,48665.0,Intersection,,223520276650000000,207.0
East Tremont Avenue,X2007-05-07,64463.0,Intersection,,212550229620000000,205.0
Forest Road,S2003-02-18,8156.0,Intersection,,518510529160000000,502.0
88 Street,Q202205076,32352.0,Intersection,,416640417990000000,405.0
Linden Boulevard,Q2017-13-01,40379.0,Intersection,,435780453890000000,410.0
Bend,Q2004-05-18,47105.0,Intersection,,416590435780 00000,
Winthrop Street,K2015-09-06,26230.0,Intersection,,336980393830000000,309.0
Rockaway Beach Boulevard,Q2012-14-61,30688.0,Intersection,,434990460790000000,414.0
Richmond Avenue,S2016-03-78,3901.0,Intersection,,518510544750000000,503.0
Targee Street,S2002-01-63,10374.0,Intersection,,533115550750000000,
La Salle Avenue,X2006-10-12,57437.0,Intersection,,222220244820000000,210.0
Jerome Avenue,X2010-04-13,108307.0,Intersection,,212550242820000000,204.0
Body Of Water,Q2016-14-08,106461.0,Intersection,,435780462250000000,410.0
142 Place,Q2008-12-18,36173.0,Intersection,,421290422790000000,412.0
Schroeders Avenue,K2014-05-22,29032.0,Intersection,,370330375745000000,305.0
Jerome Street,K2021-05-05,29504.0,Intersection,,319830353230000000,305.0
Pedestrian Overpass,Q2004-07-48,50044.0,Intersection,,450290458713000000,404.0
Northern Boulevard,Q2008-11-30,62043.0,Intersection,,427190457790000000,411.0
Stanley Avenue,K2021-05-07,88646.0,Intersection,,341830381050000000,305.0
Ridge Boulevard,K2012-10-04,11530.0,Intersection,,358830373330000000,310.0
East Mt Eden Avenue,X202304028,47773.0,Intersection,,220020229520000000,204.0
East 65 Street,K2021-18-10,25860.0,Intersection,,314230337464000000,318.0
Francis Lewis Boulevard,Q2006-12-8,39916.0,Intersection,,420440445890000000,413.0
Jerome Avenue,X2008-07-01,71946.0,Intersection,,212550242820000000,204.0
Division Avenue,K2016-01-36,19424.0,Intersection,,318630333030000000,301.0
Amsterdam Avenue,M2014-04-01,21432.0,Intersection,,111010111710000000,107.0
Paulding Avenue,X2019-12-04,53710.0,Intersection,,228140257320000000,212.0
Cryders Lane,Q2020-07-03,56780.0,Intersection,,424090441040000000,407.0
188 Street,Q2020-08-03,58737.0,Intersection,,413240425240000000,408.0
Beach Channel Drive,Q2006-14-10,30847.0,Intersection,,434040435290000000,414.0
Magenta Street,X202312025,53561.0,Intersection,Ready for Milling,215620248420000000,212.0
Bend,M2021-02-06,9045777.0,Intersection,,110510113113000000,102.0
Howard Avenue,K2011-16-09,80287.0,Intersection,,313430350930000000,316.0
New Haven Avenue,Q2017-14-22,38099.0,Intersection,,429990457090000000,414.0
Astoria Boulevard,Q2007-01-01,46428.0,Intersection,,415340428790000000,401.0
Willoughby Avenue,B202303011,19544.0,Intersection,Ready for Milling,354000393230000000,303.0
East 167 Street,X2014-02-02,44157.0,Intersection,,212550226670000000,204.0
East 19 Street,K2016-14-05,17629.0,Intersection,,314280335680000000,314.0
Orloff Avenue,X2019-08-08,69877.0,Intersection,,212550256020000000,208.0
Kings Highway,K2015-15-18,90786.0,Intersection,,314380354050000000,314.0
Quentin Road,K2019-15-23,17790.0,Intersection,,367030373030000000,315.0
Baisley Boulevard South,Q2017-12-32,36392.0,Intersection,,421970429091000000,412.0
133 Street,Q2021-10-15,34119.0,Intersection,,420240422120000000,410.0
West 7 Street,K2015-11-10,13170.0,Intersection,,373030390830000000,311.0
West 133 Street,M2013-09-11,95748.0,Intersection,,111115136430000000,109.0
Belt Parkway,K2021-15-12,24880.0,Intersection,Ready for Milling,347230377030000000,315.0
Jamaica Avenue,K2017-05-09,29382.0,Intersection,,320830352730000000,305.0
Water Street,M2021-03-13,15689.0,Intersection,Ready for Milling,114290133490000000,103.0
Lexington Avenue,M2009-06-08,22580.0,Intersection,,117910124890000000,106.0
West 259 Street,X2004-08-8,49367.0,Intersection,,212550275230000000,208.0
Henry Hudson Parkway,X2017-08-10,45049.0,Intersection,,275175239220 00000,
68 Street,K2017-11-01,13618.0,Intersection,,306980309980000000,311.0
Willis Bridge Approach,X2003-01-5,42904.0,Intersection,,215920297980000000,
West 239 Street,X2015-08-37,45020.0,Intersection,,239220275121000000,208.0
Veterans Avenue,K2003-18-6,25916.0,Intersection,,337466384440000000,318.0
Bend,M2018-07-12,23290.0,Intersection,,129690113113 00000,
Marcy Avenue,K2004-03-5,19821.0,Intersection,,345930358730000000,303.0
East 141 Street,X2014-01-19,43244.0,Intersection,,215920225890000000,201.0
Rockaway Boulevard,Q2017-10-49,33936.0,Intersection,,453490460810000000,410.0
East 49 Street,M2007-05-01,22738.0,Intersection,,113010117970000000,
Havemeyer Street,K2012-01-04,19618.0,Intersection,,345230348030000000,301.0
Bennett Court,Q2002-12-5,38760.0,Intersection,,421970435805000000,412.0
Ralph Avenue,K2005-17-5,65597.0,Intersection,,337730373110000000,317.0
Pedestrian Overpass,Q2013-08-51,55218.0,Intersection,,450290458713000000,404.0
Oak Avenue,Q2016-07-20,55962.0,Intersection,,424190457940000000,407.0
Meeker Avenue,K2018-01-65,40651.0,Intersection,,347930359930000000,301.0
Dean Street,K2018-06-01,18568.0,Intersection,,305430331830000000,302.0
West 37 Street,K2007-13-04,12695.0,Intersection,,331230392130000000,
West 239 Street,X2004-08-6,45022.0,Intersection,,239220275121000000,208.0
Pike Street,M2017-03-15,15814.0,Intersection,,119690128790 00000,103.0
Linden Boulevard,Q2017-13-01,93211.0,Intersection,,435780453890000000,410.0
Marine Avenue,K2010-10-01,11519.0,Intersection,,311430358830000000,310.0
Dead End,K2008-06-11,14475.0,Intersection,,329830332600000000,306.0
Cypress Hills Street,K2019-05-17,30453.0,Intersection,,339930342170000000,305.0
Locust Avenue,X2014-01-16,43230.0,Intersection,,225800246420000000,201.0
